Unnamed: 0,A_Thiazide_Diuretic,A_Beta_Blocker,A_ARB,A_CCB,A_ACE
0,0.9961894265596588,0.9906045808403297,0.9944367917449836,0.9952643667177272,0.9948935558964044
1,0.9955656586042768,0.9921526633051044,0.9931895539800534,0.9968794139186996,0.993926947216748
2,0.9945460998616762,0.99287066525101,0.9948010628600636,0.9944386701112096,0.992843085018896
3,0.9946805559229804,0.9898517042903854,0.9965134088556016,0.9942497255685168,0.9938256302184884
4,0.9965749332188821,0.9914129936350756,0.9930074180714528,0.9907629740577156,0.9957720819547546
5,0.9950273286918332,0.9919550731275624,0.9939496742827372,0.994625745549898,0.9952142574380268
6,0.9955225761229816,0.9934213288491534,0.9914374450626341,0.9955891521617276,0.99460028849523
7,0.9946107194284028,0.9918586139674656,0.9933674474960582,0.995202136737838,0.9938605297866128
8,0.9940907692003303,0.9923905980313268,0.9931498389302488,0.9929754119312364,0.996450268768912
9,0.9952307506588898,0.990495167560177,0.9944974445661642,0.9924079213188388,0.9948913948474556
10,0.9920751320389376,0.9894246422713776,0.9979247220040768,0.9956746455082348,0.9949082177836828
11,0.9951502724177392,0.9912892595186898,0.9955011948403638,0.9939497935390056,0.9940118295336584
12,0.9956705949298812,0.9934848384070932,0.9924040456318088,0.9943308636605926,0.9925859193473344
13,0.9956830420785772,0.9895763939102576,0.9942394026910576,0.994039978947677,0.9933931351708972
14,0.9972548858252352,0.9887506750245484,0.9951386405864462,0.9938934440570854,0.9934967332572696
15,0.9953980148304672,0.9935419281970091,0.9955090825010996,0.9956652492764192,0.9949141921738236
16,0.9944005854639284,0.9911732087905512,0.9948440976466428,0.9925982427205168,0.9951277384728792
17,0.9973561821635772,0.9911199304270027,0.993890816659162,0.9939607323868004,0.9947084815933952
18,0.9938462223976736,0.9914233817748588,0.9940552780596552,0.9946671528166996,0.9951478008870122
19,0.9977206237481324,0.98958601408399,0.9939735319957992,0.99518206556281,0.9930472369181756
20,0.9942493835857236,0.9923938147570918,0.996469808520634,0.9949351586572652,0.9927281146732267
21,0.9976912941610506,0.9909191631017548,0.9952867976135096,0.9943287254380742,0.9942664991646328
22,0.9927624615033319,0.9932799966924782,0.9927816388128066,0.9926848423514896,0.9950488245951048
23,0.9985738190970179,0.9900524745785222,0.9920230695583752,0.9938704269021648,0.9964275517628592
24,0.995069014862698,0.9886895811075568,0.9942586953719398,0.9952994539364622,0.9950620474810172
25,0.9948367379988148,0.992047846878724,0.9937621517015044,0.9944588470626406,0.9947227952507096
26,0.9950524637379002,0.9921766890727262,0.9946372981233168,0.995174158133111,0.9948502191136231
27,0.9940124550284152,0.9885472399765188,0.9938176140203758,0.995186440522364,0.9958515928968594
28,0.9947690038031316,0.9910559505982276,0.9920544759320572,0.9921026548909916,0.9937193543796816
29,0.995909088989888,0.9870484669272224,0.9921669942315738,0.9920249970290774,0.9937393153841552
30,0.9971408302125232,0.9908393948606316,0.991841730142504,0.9979750347261324,0.9951530401287684
31,0.9977139682432198,0.9920768136570122,0.9946996944917232,0.9949632530706388,0.9947925436983236
32,0.995770198425589,0.9922563617776824,0.9940017637293052,0.9935818021768202,0.9956927170040166
33,0.9932119052501459,0.9928776033649644,0.9947798208148166,0.9960002016010964,0.996142450703332
34,0.9950527624526914,0.9919723160962992,0.9987008057503928,0.9917684742089532,0.9928957243338442
35,0.9966932272295721,0.9948726884846368,0.9957848947667628,0.9979882019770616,0.9947447644406828
36,0.9967523402057672,0.9919826038380573,0.9861117161184744,0.99552395979747,0.9950536285385106
37,0.9949739642082066,0.9935491649510788,0.9935834512966052,0.9942570379321436,0.995416515146734
38,0.9956747804815604,0.9930537301159472,0.9899627819062184,0.9950645693753104,0.9961552954921248
39,0.9977096436725268,0.9903014163282076,0.9947795347769568,0.9930111956917378,0.9935717186178886
40,0.9963195992291548,0.9922615040353326,0.9922173550889424,0.9912436872647312,0.9948631323291892
41,0.9964551032360632,0.989514893034528,0.9961794686005864,0.9946514881428709,0.9941229285281552
42,0.9962618954473762,0.99112300018184,0.9950601145456952,0.9946861287704484,0.9960052936366672
43,0.995269689262162,0.9901801056943956,0.99003441995761,0.9963027212948316,0.9946512687451248
44,0.9913730600928736,0.9908694779874152,0.9954320189707904,0.9937754413245388,0.9964660881357236
45,0.993755351280893,0.9906962519683103,0.9970569941016062,0.9971422127456321,0.9937052005827391
46,0.9947430289226908,0.9890528703127344,0.993553686884636,0.9966681782841174,0.9937617678167234
47,0.9939319847418596,0.993593761283812,0.9926799834149272,0.99329044484493,0.9946200491651472
48,0.9919798869613676,0.9899745655671848,0.9951374076673764,0.9944674365069894,0.9958982997424288
49,0.9953105989688348,0.9939005855733772,0.9940313807878914,0.9927994666922678,0.9944268380665864
50,0.9926432940001759,0.9921298170887116,0.9937088502775954,0.9967454606613544,0.995703092602102
51,0.9951067184618724,0.994354796911848,0.9931159345902876,0.9950898427032192,0.9943724940792528
52,0.9973807165031421,0.9920835612284592,0.9960492542819256,0.9940237705482856,0.9935374394009221
53,0.9955506346764632,0.9902824836979852,0.9951177169366604,0.9962318920615619,0.9954797430678864
54,0.995678595979578,0.9923133729368512,0.9941571591732664,0.9945982733152281,0.9939143343893933
55,0.9959943481429588,,0.9938278068468384,0.9940867527062328,0.9947120875203921
56,0.9969067376790872,0.9921991105918004,0.9960611301935698,0.9947018467307346,0.9937821763581076
57,0.9935226242902784,0.9939751231912696,0.9959618419778996,0.9920968904876654,0.9944345420489872
58,0.9940135870223504,0.9939138434592488,0.9899874131890262,0.9923333570501821,0.9967724890390351
59,0.9961152964482533,0.9919020787569566,0.9922042647038118,0.9963064273104122,0.9939651985694856
60,0.9957785191047596,0.9912893986378772,0.9925270958340732,0.9933614332452056,0.9935527370903421
61,0.9943059936563672,0.9931585351987522,0.9963822263612904,0.9952698964073938,0.9943482190967744
62,0.9956481012561198,0.9912922491527172,0.9928682133315158,0.9942373458014542,0.9949371450738316
63,0.9931171754496808,0.9927710647022846,0.9930674615540944,0.9968896849538654,0.9939254017277928
64,0.9964030003421196,0.9907926721181038,0.9942854166383122,0.9932451327440892,0.9938176684953356
65,0.9962636645488304,0.9888769602702756,0.9917240605265152,0.994100255002088,0.995724865248666
66,0.995043086409048,0.9905626592158698,0.995324575721026,0.9942409337307307,0.9945583392371378
67,0.9947893599414952,0.9920691289665294,0.99060582906996,0.993343990560498,0.9943944105397432
68,0.9944134450461876,0.9925190313159714,0.9956925761033782,0.9945053177956488,0.9925964795628872
69,0.9948169821773968,0.9894744992111788,0.9954779354672468,0.994449770148886,0.9940540989917442
70,0.9951893855891132,0.9918893213680378,0.9919013810844796,0.9951611646176096,0.9949105179034674
71,0.9924061442656448,0.9945168740126475,0.9894358940771364,0.9928770888565622,0.9937499237200146
72,0.9943370574763952,0.9900890731720048,0.9945593549224327,0.9954172597629416,0.9957059176404376
73,0.9945629515671054,0.9922069836583434,0.9940989905504972,0.996852730120479,0.9937734761695576
74,0.996485284917192,0.9953041428455998,0.9911903236219568,0.9958487688516884,0.9948200578898542
75,0.9961682901172446,0.9917482375481014,0.9943872663076618,0.9953141689829038,0.9959590384968748
76,0.9950702383131624,0.9928355045595032,0.9927692530266116,0.995073695955521,0.9957668511557959
77,0.9949052621296304,0.9903292000475022,0.9955450101559344,0.9967993926187196,0.9958738498589941
78,0.9931877699085028,0.9900605330247988,0.9954099359383534,0.9947861614113378,0.9937533711370063
79,0.9963952168727316,0.9901749085257852,0.9948657854377538,0.994598212499258,0.9944460494589188
80,0.9969971882811524,0.9941335690450072,0.9973120706688996,0.9947397643997876,0.9933282609030692
81,0.9945631398950292,0.9911257566377399,0.9907836356192332,0.9935137145685028,0.9948013802512105
82,0.9925911986472788,0.98881429145211,0.9946767065852828,0.9928430287765064,0.9947382217443992
83,0.9938866950077936,0.9909456255617204,0.9934950971894084,0.9937653667311046,0.9964234776157944
84,0.9971957806845736,0.9918817505541384,0.992140851674452,0.9948916527710854,0.9951760640330856
85,0.9944561056742328,0.9931802556414135,0.9940775864679586,0.9926655768674696,0.9938181726661892
