Unnamed: 0,A_Beta_Blocker,A_CCB,A_ARB,A_Thiazide_Diuretic,A_ACE
0,0.9926643663082184,0.992046125774592,0.9952551330495976,0.9958395693103576,0.9956099889309552
1,0.9923030337512893,0.9921143008036859,0.9966743142851828,0.9947346330807104,0.9937175609614608
2,0.9926932429233036,0.9916485557064876,0.9972583452165616,0.9951277081815146,0.9943444320538992
3,0.9944053817604736,0.992548867069162,0.9969109442518848,0.9937400386164896,0.9941682804632496
4,0.9931743942032748,0.9935144874251558,0.9943071361542494,0.9941942946249164,0.9952371659270776
5,0.9935339898085942,0.9906521192404646,0.9952814239262976,0.9968942750144184,0.9952327254154212
6,0.9909576042067232,0.9900818802446608,0.994563069828934,0.9953156403778688,0.9947362260248868
7,0.9937986482718532,0.9912471636184016,0.9950472314419022,0.9946618091500076,0.9960108314159122
8,0.9932296287370438,0.9900833559893182,0.9943509413843477,0.9931104293816584,0.9941992611506982
9,0.9942111818891806,0.9903913292589016,0.9954879686056278,0.9934379866291198,0.995240829249469
10,0.9930509700314356,0.9861391073277728,0.9964106887885659,0.9959830807317755,0.9939885042153876
11,0.992017531949629,0.9952358097038816,0.9964468103907276,0.9966591656447596,0.9954701818845686
12,0.9916412443058024,0.9921560506772988,0.9960370580334608,0.995978394134081,0.9948236776241924
13,0.9931366361283052,0.9939034289598956,0.9946289200963035,0.9920851568204158,0.9956407155282568
14,0.9919710870035888,0.9927994557844096,,0.9956598599152032,0.9949625313194888
15,0.9935574027737958,0.9929572643155364,0.9964458186345608,0.99259597772606,0.9959084123605741
16,0.9937061921763879,0.9933332308162524,0.9982028803711501,0.9952991113343056,0.9936046847609092
17,0.9960471163989428,0.9927033979188532,0.9970182234439336,0.9930053875992376,0.9956166248345236
18,0.9936642244469126,0.9931109207229732,0.99734017136989,0.9942799163876898,0.9937480140860284
19,0.9946383178524156,0.9903407941654959,0.9960374914175841,0.9914013619916034,0.9943727978348148
20,0.9911900944401792,0.9918000921492908,0.99525960591857,0.9941032693182807,0.9959584777196564
21,0.9937203839903374,0.9932146248419832,0.9954535692593915,0.9936601103944672,0.9920144550779848
22,0.9935928017617476,0.9916455076663884,0.9966268670859112,0.9932910949358016,0.994726710934428
23,0.9934754289016612,0.9946675283118244,0.9959989395877384,0.9950681164301128,0.9937996329682282
24,0.9920566496437432,0.9932201461437012,0.9955981018460764,0.9935308820961036,0.9961038056608787
25,0.9936025125813432,0.9908357225418506,0.9947556160425132,0.988910516125176,0.9917838123703904
26,0.991932332560524,0.9906686758541796,0.9942930117008884,0.9950125570556424,0.99432599631715
27,0.9947129080329141,0.9907787585547148,0.995841932692366,0.9934885006853944,0.9949251606491659
28,0.9935724667417188,0.9907296946062863,0.9961962472057412,0.995568788596536,0.9945784876367426
29,,0.9925442384796042,0.9960195935331608,0.9965482589437664,
30,0.994451302054514,0.9917596329585082,0.9963316917800988,0.9955850996088286,0.9942742008878166
31,0.9918289548524134,0.9900151705727661,0.9958483173256624,0.9946677099562432,0.9953630194781364
32,0.994736402521612,0.9923086069166044,0.9970645396026576,0.993045846492494,0.9953078170223888
33,0.9928899951064856,0.9929445303445681,0.9963049336632612,0.99475243984554,0.994567135356989
34,0.993132253767939,0.9943896594582368,0.9953532208071904,0.9943077152390442,0.9949623316125092
35,0.9930685777505868,0.9941051687350922,0.9975053287940654,0.9946876417271782,0.9946591611923528
36,0.9929031401967124,0.9939301771783144,0.99410090460773,0.9967034708288196,0.9954093622404484
37,0.9927309967806328,0.9933728521905484,0.9943484204111342,0.9954789405908036,0.9948167122234134
38,0.9954116117321958,0.9911769223966832,0.9960309378845028,0.9948924095253284,0.9951546933679716
39,0.9926608343272852,0.994541519809812,0.9968479028956202,0.9959115442613856,0.9960667745094194
40,0.9951994022084684,0.9928861014324232,0.9966087950278482,0.9949388950549442,0.9953709561056132
41,0.9933361821955896,0.99258790951885,0.996194795238802,0.9941082615276208,0.9955696306160194
42,0.9941623688322656,0.991246590745354,0.9943974834649548,0.9934869646819996,0.994509196042588
43,0.9941388583685876,0.9947862416918368,0.9966687769117628,0.9938395267441784,0.9957662458270916
44,0.9941947209253208,0.9932687045799388,0.9962294289615806,0.991425790015662,0.9956928327554041
45,0.991515591432734,0.991239926269269,0.9970814155011518,0.9905138437066039,0.993178209061136
46,0.9930064573137194,0.9943868657338945,0.9972396953408078,0.9928477361795038,0.9963311991312256
47,0.9935715061418036,0.9912101907898658,0.995701479367765,0.9949992974497764,0.9954368122184
48,0.9949129404625072,0.9942841323611568,0.9975457415192188,0.9939247181308514,0.994956797078586
49,0.9928682865541816,0.9922749714643182,0.9955700859135294,0.9955010749730452,0.994831237999956
50,0.9925375697848032,0.9902076949660784,0.9956575629872312,0.9952463119690664,0.9951384430583916
51,0.9909807503864432,0.993588594139242,,0.99352754878866,0.9958562062330876
52,0.9935051959857288,0.9925697630353398,0.9949425440071272,0.992081004827232,0.993879491940638
53,0.9935141588919372,0.990093794961337,0.996334569434066,0.9937538422854112,0.994238360660922
54,0.9936466518054432,0.9925594220766768,0.9961574353259606,0.9950559579624222,0.9941432310568756
55,0.9942989177706872,0.9889123705557394,0.9961624989991184,0.9944645483561794,0.994229020674472
56,0.9930777025047992,0.9921217433568408,0.9945891795934844,0.9935291543698902,0.9953843605734024
57,0.9911349586670624,0.9904464348279228,0.9972003961077868,0.9946254509784334,0.996414231517884
58,0.994036159748396,,0.9973463181956383,0.9927249779048242,0.9931588551246602
59,0.996029288643606,0.9916664979613512,0.9941591668419693,0.9961500112050834,0.9957271962237684
60,0.9935125386192654,0.9902269321107467,0.9947433896591203,0.9973250193311816,0.9960060621793696
61,0.994440981228072,0.9890488321606454,0.9938776349888444,0.993808855138993,0.9954385415938376
62,0.993857845817572,0.9959288940917546,0.9957488689609358,0.9932821989327631,0.9966323556444292
63,0.992934067120702,0.9920661323473792,0.9964355738775064,0.9962700031394552,0.9942471429347548
64,0.99083140301521,0.9941213329852178,0.9961214685432748,0.9959681368813584,0.9935738154658866
65,0.9943044127246852,0.9919483291129542,0.995783758277318,0.9932741306177564,0.9965538974520348
66,,0.9936429452147402,0.9964862472382426,0.9936278659685506,0.9938273835101528
67,0.9948045386667848,0.9966164472113992,0.9950837590457159,0.9917641165001876,0.9946479471553784
68,0.992647884616889,0.993614801349878,0.9967159191513202,0.9966170027307631,0.9945139676850292
69,0.9947336992672609,0.994742816289408,0.9954356077259852,0.9966861209169079,0.9955355611599565
70,,0.9921563638298688,0.9947720691714462,0.9936901055826826,0.9957124483193064
71,0.9940071316284018,0.9931478219375096,0.9962686848692602,0.9962187717358962,0.9950466928426144
72,0.9945015473052959,0.989915400570623,0.995696921481414,0.9941105650274662,0.9955148816287996
73,0.9931700771887616,0.9913896496951012,0.993664147695056,0.9950281654193724,0.9945941590859164
74,0.9928416833039932,0.996254478157015,0.9952048913375359,0.99672457609749,0.9951875462971992
75,0.9933157912214778,0.9916055597084644,0.9953889080409288,,0.9931585339664284
76,0.9919372248334288,0.9938265413537808,0.9970486650282876,0.9951032607743088,0.9951422390466476
77,0.9935499632948852,0.9932343027076299,0.9958959952887326,0.9944375556746022,0.9944071740780162
78,0.993451641056998,0.9926393587446002,0.9955726798799628,0.9943097610297034,0.9946092169838966
79,0.994960903459693,0.9919774841055328,0.9947246168433076,0.9939868617046306,0.9941675069137416
80,0.9936864015369776,0.9926638790974252,0.995051516232986,0.995495002362558,0.994799063544261
81,0.9930067195146892,0.99151514572665,0.9957136713569468,0.9934498631236884,0.9953897316076252
82,0.9932121820304862,0.9940082497467138,0.9966152737165542,0.9948773752920256,0.9935044654722844
83,0.9952725628464018,0.9894460807059978,0.994862077795934,0.9956106100918514,0.9946605328600092
84,0.9939961122396868,0.9892208247460372,0.9946306943171632,0.9946457455739124,0.9958120208744214
85,0.9919843696277892,0.9892624928946436,0.9961876791974222,0.9958944684160692,0.9949859485080618
86,0.9962951852757812,0.9932846522893682,0.9960362052547759,0.994363039904952,0.9950812228081664
87,0.9899826848891614,0.9911987131184864,0.9969249559790828,0.9962878765548012,0.99478233937921
88,0.9940521957912278,0.993571444650445,0.9966852302992336,0.9939591377943536,0.9963386545211944
89,0.99343559598497,0.9931319000618788,0.9975830332498336,0.9965288645104315,0.9946619007144564
90,0.9929365777978756,0.9930631770292097,0.9940470371961988,0.9935385157207792,0.9949156146865776
91,0.9950739691326188,0.9887757545786204,0.9944853494909154,,0.9961830331082596
92,0.989986183162988,0.9907392279977864,0.9948059703660032,0.9937190690174048,0.9926199671217484
93,0.9919474135189704,0.9926520374511588,0.9938455001095988,0.9915060367660616,0.9938860290945242
94,0.9955244954273677,0.992466020974264,0.9949818913758026,0.9927324854705412,0.9964825174908772
95,0.9939007307012814,0.9875277185707942,0.9940774158139224,0.9914719633185518,0.993532247699681
96,0.9930835522070092,0.9932059086450354,0.9938260464405054,0.9943706901717192,0.9947799368214738
97,0.9937206133613228,0.9904705528008159,0.995932807281534,0.9955065295871564,0.9945415204385799
98,0.9926835282713504,0.9921669145817196,0.9957364384914604,0.9948254678749484,0.9951130727760086
99,0.993080172660125,0.9912411789441002,0.9942470816490542,0.992822338337428,0.9954885478786212
