Unnamed: 0,A_ACE,A_ARB,A_CCB,A_Beta_Blocker,A_Thiazide_Diuretic
0,0.9997009118124356,0.9999999999955476,0.9999999999841404,0.9999999999913384,0.9999999999957698
1,0.9993517139277308,0.9999999999940882,0.9997244344778404,0.9997063012392546,0.9999999999918576
2,0.9999049254816242,0.9999999999942902,0.9997456754903584,0.9999999999984804,0.9999999999955068
3,0.9995390556285698,0.9999999999971348,0.9999999999920924,0.999317661426802,0.9988625049617028
4,0.9993923714318774,0.9999999999943476,0.9997071835693282,0.9996993542632456,
5,0.9992241304530276,0.9999999999924792,0.9998349494966592,0.9993737656752264,0.9999999999911768
6,0.999510130859812,0.9999999999925016,0.999999999986815,0.9996751697456508,0.9996508763814076
7,0.9995066499163672,0.9999999999938696,0.999638035516574,0.9999999999866688,0.9991921184019958
8,0.9991244975136276,0.9999999999894412,0.9997672563331134,0.9997790778429236,0.9996159494504706
9,0.9995568685154615,0.999999999998573,0.9999999999950482,0.9996792373759752,0.9999999999926664
10,0.9995573492688762,0.9999999999908964,0.9999999999888454,0.9994679391242486,0.9999999999953904
11,0.9993890648065932,0.9999999999925258,0.9996889609412232,0.9997034485830032,0.9992235076618328
12,0.9989117210661532,0.9999999999954834,0.99964986012065,0.999656330945548,0.9992372985879274
13,0.9998893226607876,0.9999999999939336,0.9999999999854556,0.9997044235548124,0.9999999999910579
14,0.9995175277753044,0.9999999999939376,0.999618696683774,0.999400820506327,0.9995921442556821
15,0.9994335415315676,0.9999999999852539,0.99965865764775,0.9993246675334458,0.9987133299357958
16,0.9990858183232302,0.9999999999939192,0.99967847267828,0.9997385007052434,0.9987525637551616
17,0.9994179596597093,0.9999999999874036,0.999831162823734,0.9999999999965954,0.9999999999956743
18,0.9990470323144696,0.9999999999922464,0.9997090594670534,0.9993077564852766,0.9996575131557828
19,0.9995385377525512,0.9999999999924326,0.9999999999871899,0.9999999999936066,0.9999999999971296
20,0.9984678373309068,0.999999999994432,0.9995555415245272,0.9999999999914702,0.9997186039940668
21,0.9999999999944956,0.9999999999927172,0.9999999999873652,0.9993058246064902,0.9987164673911486
22,0.9992986470945068,0.9999999999880834,0.9998399328537568,0.9996904379664828,0.99972078420939
