Unnamed: 0,A_ACE,A_ARB,A_CCB,A_Beta_Blocker,A_Thiazide_Diuretic
0,0.9966608201304976,0.9946892303106792,0.9934117749379088,0.9967707149174192,0.9980239964110929
1,0.9962854109052056,0.9937002681301492,0.9925604007528226,0.9959154706513228,0.9951207197091124
2,0.99550218223311,0.9939550722293874,0.9940158187179764,0.997872610559736,0.9906403529421832
3,0.9970774847126288,0.9914839344608763,0.9890716077693716,0.997060403704602,0.9941400701144169
4,0.9962099692578849,0.9946666421948318,0.9922987231721564,0.9964115232620454,0.9949405511200344
5,0.9961076552482556,0.9938699550438832,0.9959949108785576,0.9954133358108196,0.9937741867277472
6,0.9955497560035748,0.9943980026094019,0.9912261396183392,0.995910248889568,0.9900676003961372
7,0.9972635183784722,0.9951311263943864,0.9930386726785776,0.9955530512896728,0.9914827979982092
8,0.9957845253529192,0.9931634385943304,0.9939787618606624,0.9963627622115814,0.9922809851875476
9,0.996709085697988,0.9932169616139744,0.9951548376220624,0.9960112060883726,0.9899742318399744
10,0.9942218113225292,0.993331478754752,0.9945237971829554,0.9977900021550704,0.9933640634299196
11,0.9949650975366764,0.9942330910719942,0.9905044687346654,0.9972739846195816,0.9946149841711142
12,0.9950597582063294,0.9965036250703636,0.9947685280897832,0.9943922349948604,0.9942697321378254
13,0.99702609511532,0.9945675545878458,0.9951960041708472,0.9951963649717306,0.9912663261739356
14,0.9960850057159408,0.9951294054944688,0.9925719261360748,0.9970519127152462,0.99134909763864
15,0.9970654617031122,0.9958565747121098,0.9937162108520432,0.9959371608068052,0.993417376438182
16,0.9962782339368434,0.9943572622858544,0.9919782690202124,0.9955574824180512,0.994547034068142
17,0.9962192701483,0.9971677221629064,0.990736202715817,0.9956711011610871,0.9936293807243308
18,0.9951788127017264,0.9922647109700288,0.9916451935567852,0.996561851210522,0.9917275801521064
19,0.9964010716014194,0.9920707901808721,0.9919651541751112,0.9961533778704212,0.9965801638406386
20,0.9967134309463904,0.9939812603439516,0.9943068306712644,0.995012149774809,0.9920288310742246
21,0.9959270083192108,0.9911980351873848,0.9950320999632084,0.9962896799040272,0.9912899373005442
