Unnamed: 0,A_ACE,A_ARB,A_CCB,A_Beta_Blocker,A_Thiazide_Diuretic
0,0.970217593233206,0.9822745550469532,0.966825352895504,0.9719666234121448,0.975424665253504
1,0.96927233255445,0.9739499906945056,0.9726762400824696,0.9685639490013752,0.9703252032878222
2,0.9732890619909156,0.9753839109654748,0.9610470271015799,0.9707548253845832,0.9647912165620448
3,0.9724377691219458,0.9774352638611284,0.9600366366980476,0.9663335164699672,0.9788193860179519
4,0.9694650982903014,0.9719229009576208,0.9723133111855292,0.9685424240357168,0.9790207451434711
5,0.9715674184613294,0.9743244444594684,0.9671949909051636,0.9684669223056948,0.9658169096595274
6,0.9679083147026556,0.9790860281980756,0.9701146472846074,0.9733107683050034,0.9823540618177254
7,0.968876504250295,0.9733374968044952,0.963400319406472,0.9676481166884692,0.9748888893792694
8,0.9740569206343485,0.9742377222572786,0.9754388569881984,0.9664200099649974,0.976516748736684
9,0.9702537210118192,0.975301890328116,0.9665696293474912,0.9631267323779916,0.9665216643801896
10,0.9734276133762536,0.983452577573376,0.9726387283030862,0.9696584668671704,0.9735300432785898
11,0.9705504685680376,0.9761311863543468,0.96813461816351,0.9722580545405041,0.9718118259930412
12,0.9710189645443564,0.9830258096423838,0.9656298464632946,0.9668796864365692,0.9698963902264552
13,0.9704975567018024,0.9789500031246988,0.9693238244435208,0.9704076728771688,
14,0.971643551680419,0.9793110245566388,0.9709354790964958,0.9718275415507479,0.968767239402093
15,0.970487694148073,0.9807472198176496,0.9649616402916856,0.9650634396766354,0.9723557575991464
16,0.9709955432926284,0.982171209110577,0.9698693043977724,0.9596815220968208,0.9770098750680748
17,0.9731520290611668,0.9734343240972158,,0.9699833279592064,0.96604951212022
18,0.9705665315948988,0.9788247897899812,0.9661750638256932,0.9712718318813122,0.9742875364515956
19,0.9726223347247598,0.9817810958800616,0.9698717917323104,0.9638413989084332,0.9657547869839213
20,0.9716866040629332,0.9811468199386204,0.970014545307897,0.9672588995263499,0.9714343196311968
21,0.9668121304190406,0.9857524097854208,0.963798361448491,0.9668240006647466,0.975487433939062
22,0.9719537756587894,0.9811268931943709,0.9694898780407754,0.9658306437666012,0.9751778614193306
23,0.9681360934330994,0.9784913759586756,0.973159769072602,0.9662867882765108,0.9723337737025812
24,0.9681654876123312,0.9814171252807506,0.9735917488355929,0.9726976021297696,0.9702812118531896
25,0.9708721178804524,0.972154855404505,0.9681421322901964,0.9697009364423486,0.9673245726336662
26,0.9700057703971012,0.9776564290919558,0.9705324505862316,0.9639039377946956,0.977799799606834
27,0.9696569121393346,0.973779027790636,0.9732300941982202,0.96781622595926,0.9719468838595532
28,0.969560741240964,0.9801442029817258,0.9683117849809266,0.9653960190401438,0.9773662358081396
29,0.9728106814410648,0.9741444164661064,0.9693760193779158,0.9665529641357198,0.9707397339318568
30,0.9719688018153736,0.9777519394927366,0.9746789866030944,0.9706975662141784,0.9729006090800236
31,0.9751607935564016,0.9754791713118564,0.9709919879909812,0.9699079918669922,0.9824926525482384
32,0.9745867016599764,0.9813466557500312,0.9676511525130403,0.9731755242371766,0.9746803168248196
33,0.9700410546327886,0.9759126326323574,0.9678283520259844,0.9640248622997653,0.9734833340858948
