Unnamed: 0,A_Thiazide_Diuretic,A_Beta_Blocker,A_ARB,A_CCB,A_ACE
0,0.8830969142480445,0.8853627274077981,0.8941421636619266,0.8960058088793871,0.9176026657003208
1,0.8957666485443302,0.8851323288750593,0.8944625335553315,0.8867897550938918,0.9130690530274496
2,0.8941920789903269,0.8844584601501697,0.9020687768002956,0.8983792491529441,0.9186494298941597
3,0.8823880539044435,0.875314589676437,0.8892262375859288,0.8934213355825001,0.9105288483348808
4,0.8938089284651719,0.8839696086506603,0.9052321357458692,0.8970294494566013,0.9164731506586554
5,0.8721014804419425,0.8874389009398932,0.8878495870955962,0.8994486727303281,0.9168823117106027
6,0.8882880946744148,0.878567839412205,0.9014661513641667,0.8942412724086101,0.9089963174520934
7,0.8862148289912735,0.87515374057888,0.8979160884228798,0.8990145842473695,0.9138867836129676
8,0.8937331583389839,0.8784341244196224,0.9088679595254804,0.9021195404112864,0.9062004229676814
9,0.8933589335974741,0.8845410339342469,0.9012332731983144,0.8925793504014922,0.9125351590993956
10,0.8968678395347338,0.8810256050672304,0.9218580412186742,0.8995135684081564,0.9086714478795485
11,,0.8775547236286442,0.9044511887805696,0.8996119549221969,0.9147161322585394
12,0.8941060700826232,0.8712386602121961,0.8843840466881432,0.8982133745470205,0.912871298793886
13,0.8917539929726342,0.8776173884747798,0.9047523585736112,0.8989050905462077,0.9205249471018656
14,0.8804173664782778,0.8889713397325409,0.8988201462000516,0.8905340145301889,0.9107655778021904
15,0.8985825765691094,0.8621920340805885,0.9101265142591024,0.8863363166378027,0.9074697709833699
16,0.906372347863544,0.8788603261165618,0.9001781554643747,0.8909988035473833,0.9118507460905514
17,0.8872132847628423,0.8718089812659938,0.9034094029178532,0.8984914034827162,0.9127126068114474
18,0.8747999397893266,0.8791302498977291,0.901025146914587,0.8942304987562754,0.9182774816055208
19,0.8743745877009034,0.877041001707343,0.8952556931521579,0.8876344345669975,0.910528250215784
20,0.8909201009565787,0.8778705193214605,0.9124902416500832,0.8910227762899244,0.9097425795073802
21,,0.8827677424818668,0.9024527575594858,0.8910589793241952,0.9145594152734441
22,0.8967225420500881,0.8805424742337208,0.8942131511702893,0.8907876269573048,0.9098844570930882
23,0.8952668150623451,0.8882192585000791,0.9095014920897116,0.9010786436106956,0.9056081213790548
24,0.8968811947241219,0.8889130878954439,0.8961712971021781,0.9088873732992068,0.9180332320869602
25,0.8817274197356945,0.8808315624137553,0.8979010574363192,0.8969441345511735,0.9110584871854936
26,0.8891784420473423,0.8878679533215809,0.8989045066383193,0.8964740871240044,0.9135968075344196
27,0.8972931536664115,0.8772291303282681,0.8965020183572492,0.9006444658315653,0.917162469307764
28,0.8891889300883051,0.8704204327870753,0.8993038084155979,0.9002035589740734,0.9109657827970143
29,0.8961854597938852,0.8789166222476514,0.8908037728730096,0.8961093728697402,0.9060792759241544
30,0.8894765324706166,0.8760634895529269,0.9031907770743748,0.8966962522202837,0.9137472246030144
31,0.8817589230403213,0.8771181673052731,0.9048500194057384,0.8974649118117217,0.9064557643572588
32,0.8913970701855282,0.8756953723049611,0.8986564525565544,0.8993296012562592,0.9192399351949871
33,0.8922050033164916,0.885830761938355,0.8985109835213894,0.8982471631222518,0.9170258629698036
34,0.8907311877387061,0.8757487494214884,0.8887457522070564,0.9131616039041244,0.9077932974157528
35,0.8775561296065931,0.8827782949314007,0.8899784135087071,0.8877310476678919,0.9101657815854244
36,0.8789087565594803,0.879051363826783,0.9011665024107496,0.8929857637399105,0.9110850478980168
37,0.8963611570516663,0.8824236446729994,0.8998823014339777,0.9006960704332374,0.92340225460305
38,0.8746641785425372,0.8754575708638376,0.9017501802338928,0.9041293454912982,0.9129138283753976
39,0.8769547428379186,0.8772206078409879,0.9047190968646326,0.8946710240655704,0.915821987634122
40,0.8832802167884048,0.8745664704878106,0.9001206987180997,0.9050865254713564,0.9165341566635458
41,0.8978521043822976,0.8832303137741433,0.8895928061997948,0.8966705373576347,0.9130225819241934
42,0.8954064408673038,0.8839125968530891,0.8954787353440347,0.912915031122696,0.9153625000046196
43,0.873590060932456,0.8758007682768517,0.8998431537305851,0.8992076488881249,0.9155582765008312
44,0.896657889978369,0.8730254081463704,0.8936546443310428,0.9001986730862576,0.9116298580297588
45,0.90618625146515,0.8811213092419253,,0.8915494474328729,0.9069052279870212
46,0.8687578060138174,0.8751490229138674,0.9122404382220782,0.8991049402031427,0.9087185612571592
47,0.8899272387196275,0.8836530539679772,0.8943532694138858,0.8996261219765697,0.9107491412628343
48,0.876333240989866,0.8794588971525971,0.9122874934221342,0.8999332855816301,0.9122802740187752
49,0.8885309375617787,0.8895047723906394,0.9160379251960232,0.9064115829558304,0.9155953265739052
50,0.8756752034550256,0.8832003415623909,0.8871007724753239,0.9058960753501396,0.9120167435089424
51,0.8807485272211782,0.8837680027842606,0.8996381544567627,0.8956405755166572,0.9097366044415368
52,0.8989509606728159,0.8731006713764135,0.8953803625020776,0.8769114346036071,0.9102544291710968
53,0.8895831253704113,0.8842336222207305,0.9115427458386048,0.9009302914152318,0.9116211324941184
54,0.8798455991161328,0.8740622697094392,0.9049335621489172,0.8819192053734751,0.908112814521866
55,0.902676795478528,0.8715392910140134,0.9007105157197678,0.8932932188847854,0.909925896132726
56,0.8878284652938986,0.8754083028753977,0.9022114534451116,0.8996864013396293,0.9132218070796808
57,0.8854448819269318,0.8830073803548117,0.90220463110347,0.8863134607811373,0.912875216585312
58,0.8906355800479534,0.8686274400301179,0.8975766925407915,0.8954082485539862,0.9155868714749456
59,0.8766190112995831,0.8754652373690164,0.8934246046749947,0.8977878466800833,0.8987295426134705
60,0.8798182111809731,0.8839645190707397,0.8849226299221008,0.8980032729938318,0.9162659160336942
61,0.8836010550354572,0.8752097052233639,0.9032011887574528,0.8996995059244679,0.9161277666229788
62,0.8789726661330127,,0.8966572420650459,0.8903077537057649,0.9101097702964926
63,0.8931707494640517,0.8759411563747926,0.8931411372245769,0.8967339564218072,0.9138210930458921
64,0.9008356310178708,0.8711901784260676,0.9089936085781072,0.8930967679335693,0.9175612899837384
65,0.865936162552001,0.8858203607784172,0.9068864049921582,0.8977492836816584,0.9069107595540612
66,0.89430990477726,0.8702050145573186,0.9007563898475692,0.9025097011359344,0.91093770387628
67,0.8892373684467192,0.8634782090817429,0.907494696357118,0.9016896099057118,0.9106201969546426
68,0.8795194121896919,0.8815198541739675,0.908667494096542,0.8993843555617199,0.9098254088881124
69,0.8797053561308597,0.8813099321501772,0.8913895987818794,0.9015572358709516,0.9166030852820318
70,0.8799593369720543,0.8872466405482415,0.889562485948508,0.895083872262602,0.9139129537098876
71,0.894587398444037,0.878552396937051,0.8946918178017865,0.9009964477159068,0.9080994976309475
72,0.8738573414514468,0.8815952368296525,0.9057475448986392,0.9151946530859659,0.9116132542711044
73,0.8879065490240257,0.8786959566667683,0.9099571051682496,0.8913282964413551,0.9143489078782274
74,0.8806691756876364,0.8896354884709751,0.8936040780541864,0.9071690080383468,0.9151913506620628
75,0.9028677620317198,0.8680784145490293,0.8978917014672196,0.8953766173022669,0.912433734119296
76,0.8853379674086758,0.8854814211265817,0.900679281531147,0.8967448787208145,0.9184337338560292
77,0.8790883055437547,0.8788062264259655,0.8888691789672677,0.8887012254869756,0.9111060820502602
78,0.8904033411865941,0.8767679956072165,0.9052738306426028,0.8921700374430758,0.9129050918773336
79,0.8893443883477008,0.872938173531062,0.8986685337841763,0.90035867358513,0.9123155867077436
80,0.8796842317349239,0.8826692520937461,0.9135619488157768,0.8839983281475075,0.9119031493571929
81,0.8748568964206513,0.8774646663406377,0.9004110489373877,0.8957579401691559,0.904703030657492
82,0.8792366988809714,0.8787597037665076,0.9054110553346848,0.899540239977418,0.9121873118528806
83,0.8963059872670583,0.8792968187425266,0.8982070891070829,0.8921263371350938,0.912064452562296
84,0.8971422657742522,0.886832289453657,0.9000515840922559,0.9100336137534694,0.9109374087522202
85,0.8864751704887704,,0.8963233809475666,0.9014380569160256,0.9104850273102392
86,0.8869946044184698,0.8917046206913292,0.8953688524680044,0.8873512650471029,0.9101869990160272
87,0.8936060821778867,0.8848762720627174,0.8945910800903087,0.9002924216952695,0.9012642345606324
88,0.8869582695088941,0.8752069879085036,0.8973821811836008,0.8919021657440299,0.9147042678094092
89,0.8972517078414505,0.8839487153748233,0.9115166825422704,0.8999393138284757,0.915268454795864
90,0.8791477259076259,0.8721784482242108,0.9041388329835948,0.9061365139143208,0.9141264601788492
91,0.8658180494348272,0.8831392623094944,0.8898614196746419,0.8946242402619784,0.9085767511848054
92,0.8771487392068911,0.8837752898165209,0.9004539838922279,0.9113468149645124,0.911748788908964
93,0.8827055481535978,0.8813704725751397,0.8888787276617565,0.8892474961586179,0.9096529282199248
94,0.884440151643388,0.8919198985659451,0.9045324472571684,0.9019892715213071,0.9091658897432928
95,0.8759120722055532,0.8728281725727361,0.8929396701525906,0.8932687605968288,0.912550765598686
96,0.8719288706552433,0.8800168332234918,0.9124911041083206,,0.9145472895340248
97,0.8931704521081285,0.8717611209792016,0.9058700732006564,0.8986247208987302,0.914883082430896
98,0.8977432831353349,0.8800224916458962,0.8934971447837761,0.8943679655986922,0.912871534598958
99,0.8910914502481688,0.8778222499640393,0.8939683241313531,0.896503921048936,0.9155411969971065
