Unnamed: 0,A_Thiazide_Diuretic,A_CCB,A_ARB,A_Beta_Blocker,A_ACE
0,0.9985537387079207,0.9946362657337554,0.9989583323380812,0.9994491799936679,0.9979820621699288
1,0.9973721623830416,0.9955157128042316,0.9978145001526012,0.9993980844901698,0.9980784509116992
2,0.9983875419312686,0.9976394305390612,0.9993373664087196,0.9987616764780304,0.9980989865432812
3,0.9942990820076104,0.9963070481471452,0.9991409015954054,0.9982548071466782,0.9979819266288722
4,0.9982666567384162,0.9982222082191764,0.9959164961315072,0.9994968641437288,0.9984891104593724
5,0.9947911045779576,0.9984265876278436,0.9968224521056228,0.9992471046212016,0.9989194390777716
6,0.9976208133086412,0.9952629775231168,0.9975440116083903,0.9994384348664741,0.9977744346243124
7,0.998715170425578,0.9986945606066944,0.9984623810186518,0.9974866587900898,0.9978517442190262
8,0.9970934690134416,0.9968851933498843,0.9986171540837412,0.9989933201888712,0.9989184564921796
9,0.997030240920913,0.9959231528157944,0.9979564120014286,0.9983729703828199,0.9979131657731712
10,0.9964726746652832,0.9991915754670534,0.9996283366509964,0.9989002866671894,0.9986514697407568
11,0.995768660569942,0.9966321082397596,0.9971260307734592,0.9985892260550304,0.9988485615420668
12,0.9972073925387848,0.9976648416143568,0.9989007543975356,0.9984561231991328,0.9981628409015436
13,0.9974417733426588,0.9955053737505296,0.9974608456957952,0.9988615569302206,0.9985446577136377
14,0.9930772664998992,0.9984618574107218,0.9997046155065764,0.9982725539083952,0.9979961191020889
15,0.9973681113027548,0.9990118141203008,0.9994473643065104,0.9988613248983076,0.9980911275044324
16,0.9960887237211522,0.9984267508719078,0.9989262718811264,0.9984105521543842,0.9983659581138641
17,0.9969484165595386,0.9961464175113384,0.9983650924340964,0.9979166662265708,0.998737380196142
18,0.9983491122829852,0.9972115367682468,0.997370388524504,0.9984228741699052,0.9981238969147448
19,0.9970555694562558,0.9984599855694318,0.9985805925983436,0.9980708960529286,0.9979184088767812
20,0.9961761356720588,0.9957583962858696,0.9989564159464498,0.9996693482329428,0.9981577688368218
21,0.9962915324567588,0.9974079492700036,0.9971205970965454,0.998721137327143,0.9983236174008064
22,0.9985087548040984,0.9954492167759788,0.9970695122324921,0.9981242369860324,0.9988024242495408
23,0.9986877204815252,0.9971615451702296,0.9996039326594676,0.998620787253155,0.9990005032119068
24,0.9969097991519996,0.9997210885423846,0.9972190320758786,0.9990492237842769,0.998189433464208
25,0.9967982294715982,0.9986090649080364,0.9966312737096604,0.9982735249394612,0.9976428577586628
26,0.996790823923146,0.9958522652291044,0.9981428096464964,0.9989220985000355,0.9992628149453252
27,0.9968014077045294,0.9945631194801814,0.9977167978939652,0.9988601652867396,0.9991390362219459
28,0.9968962318998772,0.9968332662526128,0.9992499048764032,0.998980807511798,0.9970978466841868
29,0.9978226235855184,0.9980346378725472,0.9979725756253042,0.9992565237029868,0.9986169425977092
30,0.9974397097427457,0.9943965359257756,0.9997096127377032,0.999290389528662,0.9981122614266654
31,0.9972308409357816,0.9961667958636304,0.9969619348532434,0.9979588246452752,0.998268887044154
32,0.9977572003719448,0.9980740669625576,0.9963109998330693,0.9990149784595416,0.9984010974486895
33,0.9972361984162914,0.9971153210717486,0.9995115267832512,0.9979738421086316,0.9986958439398872
34,0.9957624877364052,0.999044602539354,0.9990547388885744,0.9984644836645792,0.9983283906499448
35,0.9991425445230346,0.99705111415846,0.9986395071993828,0.998726191496896,0.997942344917987
36,0.9954758269475228,0.9985492442357792,0.9988658488651596,0.9985999268514972,0.9976672340256026
37,0.9959408166498418,0.9974429647537127,0.9988603803684682,0.9978786916833357,0.9984437847539156
38,0.9953001079400192,0.9966610459353058,0.9970632541097788,0.998451406542548,0.9992250959250296
39,0.9990048683609094,0.9981837930707708,0.9973864194163988,0.997748142908912,0.997739243820167
40,0.9984034617312152,0.9992675954731004,0.9997713069599712,0.999374896607597,0.9987076695533078
41,0.9939433323958466,0.9969171233566326,0.9981666761515056,0.9990169368334172,0.9986348497649514
42,0.9977452015792188,0.9983567028957422,0.9986560249291896,0.9988978133518228,0.997563507743592
43,0.9972875083537032,0.9988104709528194,0.9985522845800257,0.9984800577742672,0.9980105904590776
44,0.997107754503407,0.9988913839147606,0.9992114755940036,0.9995687746411134,0.9980472075491336
45,0.995696309428382,0.9984939654337828,0.99902549232089,0.9985844819725279,0.9989249580274604
46,0.9983983349056108,0.996417921853472,0.9985653740435932,0.9988456252694818,0.9981652108924728
47,0.9967615807964356,0.9993615583400459,0.9986078728723772,0.9995232743492476,0.9983519246987214
48,0.9963915535303058,0.9979401072305876,0.9990096699548712,0.998324463640556,0.9973758759752586
49,0.9991127830077188,0.9969014944989448,0.9986057745058768,0.9983071538665672,0.9987739030906196
50,0.9957047125613776,0.9968068539651213,0.999999999996152,0.9988129010966392,0.9988634297183882
51,0.9979909560850668,0.9972478306254859,0.9996459476831552,0.9992835978965514,0.998487357993121
52,0.9965933756208342,0.9968902094959072,0.9981921205436368,0.998685987674534,0.9986193973784044
53,0.996590491034284,0.9977146106723136,0.9980255661109436,0.9992017666322216,0.9983948495784728
54,0.9945817485061637,0.9958290448383992,0.9985933324488158,0.9979455056280706,0.9985024489707678
55,0.9987679521061992,0.9973866955511118,0.9985927704384197,0.998382749041294,0.9985814460714184
56,0.9967011570721516,0.9954865165694484,0.9988704749256072,0.9991577007409692,0.9982198867351668
57,0.9983843306369566,0.9974719518138686,0.9978639128736008,0.9988839583282452,0.9991956005217862
58,0.996615278992658,0.9994800425244714,0.9946919577816408,0.9983904787395896,0.9983474009850588
59,0.9975624213418772,0.9960650271817904,0.9981114811888492,0.9994251974192692,0.9984740593103631
60,0.998555515126216,0.9984913913612034,0.9986726362025152,0.9981848489860544,0.9988360716076844
61,0.9965120972666881,0.9979218649162804,0.9992770628759112,0.9983047770095071,0.9989141187584027
62,0.9978427173002308,0.9988740193126179,0.9985484167970016,0.9985921703910552,0.997996695861616
63,0.99719515353222,0.9993962778797576,0.9992314950416268,0.9988920245685337,0.9986644637365424
64,0.9935574471849344,0.9973201278233972,0.99887674702774,0.998884184088122,0.9986623393115652
65,0.9963396458604156,0.9939552688860064,0.9990382861227066,0.9991695085777544,0.9981960787306232
66,0.9985843111411302,0.997136667769109,0.9992214495607752,0.9992356199392466,0.9982511259787682
67,0.9930157609163238,0.9974513821120684,0.9980901621535764,0.9988044871604522,0.9985427384807
68,0.9980727010038428,0.996678337788138,0.9983158120488618,0.999235361440614,0.9977180609085836
69,0.997916154661602,0.9952096093008254,0.9985218989207194,0.9980975240481376,0.9988150979127652
70,0.9972256188978104,0.9964846177089344,0.9987869793468176,0.9983241495220389,0.9983341502753252
71,0.9991902767131688,0.9974388449332472,0.997061644699722,0.998422831049514,0.99921774347675
72,0.9974797578831625,0.9961799183121688,0.9975105764376908,0.9987874089024312,0.9984314995795806
73,0.9938415725059212,0.996799047215092,0.9994707649962434,0.9985482637594112,0.998651459186963
74,0.9956277853372628,0.9987641566076448,0.99964261376038,0.9986417250557734,0.9975314158135052
75,0.9954741132312339,0.9976547962118042,0.9980063223586988,0.9992955403823272,0.9981820183886148
76,0.9989409421166944,0.9975276331218458,0.9985396220839,0.9990390907734368,0.9977170356525402
77,0.9971806891437358,0.9976701845423998,0.9984304478425547,0.9979844640743806,0.9987253864584223
78,0.9957524792903476,0.996843208344466,0.9996174090913712,0.9997499111280608,0.9988435814739824
79,0.9975271544936593,0.9971643393779664,0.9992123660423492,0.9995935119515876,0.998198602455764
80,0.9973791627015174,0.9965859804814002,0.9985852229899088,0.9986589921805356,0.9978605239029974
81,0.9952051469107588,0.9979283622891104,0.9996593458273564,0.9994961586507979,0.9989740314363706
82,0.9966280167484588,0.9934505173742304,0.9954421373980792,0.9985462855397488,0.9989805749114379
83,0.9956229480928468,0.9960731342424648,0.999111784423474,0.9984331473441208,0.9988277927332724
84,0.99704594421641,0.9975689641788904,0.999592014701356,0.9987422192654573,0.99808599089051
85,0.995968791694698,0.9981008958464967,0.9985601402742722,0.9987067176007379,0.9990281925277544
86,0.9975410689832768,0.997735875242262,0.9996219325419464,0.9993300115654076,0.9986408694416216
87,0.9954260647486256,0.9980458869987384,0.9984672257507944,0.9986715128693188,0.997660049690347
88,0.9974194954151518,0.996765736730658,0.9976295865417104,0.9984769086603228,0.9980660676561234
89,0.9981685987705334,0.9980832191209364,0.997678894990447,0.9983388455739254,0.9976519020607963
