Unnamed: 0,A_ARB,A_Thiazide_Diuretic,A_CCB,A_ACE,A_Beta_Blocker
0,0.9999999999896948,0.9999999999893432,0.9989035877299902,0.9999999999913564,0.9983140364220121
1,0.9999999999948984,0.999999999993086,0.99709562563404,0.9999999999870516,0.9979046150886254
2,0.9999999999835674,0.9999999999907108,0.9976582373333164,0.9999999999842968,0.9965958516236624
3,0.9999999999832984,0.9997449399542454,0.9999999999928976,0.9999999999954718,0.9953634810194008
4,0.9999999999907336,0.9996820670538372,0.998615113879582,0.9999999999950718,0.9979234092671988
5,0.9999999999937512,0.9996358128450648,0.9997417655294007,0.9999999999961556,0.9983876150457348
6,0.9999999999904898,0.9995388864604636,0.9996310101816352,0.9999999999913076,0.997118959793749
7,0.9999999999865696,0.9999999999864879,0.9996116662181114,0.9999999999974664,0.9978192997123844
8,0.99999999998783,0.9999999999924456,0.999192058615559,0.9999999999868576,0.9986265544900256
9,0.9999999999962432,0.9997787641189336,0.9985029306632108,0.9999999999929059,0.9976413605872586
10,0.9999999999922198,0.9996873782863978,0.9992184954995992,0.9999999999967116,0.9968043741386284
11,0.999999999989221,0.9997832615871096,0.9997522815186132,0.9999999999918768,
12,0.9999999999843784,0.9996968072950464,0.9987478386615658,0.9999999999933984,0.9968337485971196
13,0.99999999999483,0.9996757821359892,0.9982368733982756,0.9999999999953,0.9985838690211012
14,0.9999999999924162,0.9999999999925048,0.9987028793776846,0.9999999999913466,0.9982300979321233
15,0.9999999999906996,0.9995753900106816,0.9998193473935741,0.9999999999937442,0.9988818560353564
16,0.9999999999925204,0.9997184325111518,0.9990067433561478,0.9999999999911404,0.9988188390933621
17,0.9999999999878628,0.9996608674794012,0.9997187851457512,0.9999999999936056,0.9976652915150797
18,0.9999999999939342,0.9994666893378048,0.9959201267984324,0.9999999999968532,0.9996777483864188
19,0.9999999999910404,0.9999999999891324,0.9990074135587677,0.9999999999912608,0.9984673530550564
20,0.9999999999887348,0.9997715094659396,0.9998244782873712,0.999999999993452,0.9992470186231256
21,0.99999999998757,0.999999999988124,0.99859021970339,0.9999999999917616,0.9983093613189821
22,0.99999999999079,0.9995739807636722,0.9984795178240764,0.9999999999954242,0.9986473581360604
23,0.999999999986552,0.9996722155025616,0.9986697459084716,0.9999999999898262,0.9983823664556876
24,0.9999999999957372,0.999999999989456,0.9988420357268872,0.9999999999899402,0.9993319004950356
25,0.9999999999924752,0.9999999999890712,0.9987669699270352,0.999999999993984,0.9978780755797072
26,0.9999999999950592,0.9999999999901202,0.9963975542052692,0.9999999999936784,0.9983544681077914
27,0.9999999999855322,0.999999999992092,0.9997841791424878,0.9999999999899456,0.9988283576808684
28,0.9999999999879096,0.9998086002373848,0.9985162355084992,,0.9985429918968852
29,0.9999999999953556,,0.9997617817814474,0.99999999999186,0.9995384702504879
30,0.9999999999911178,0.9997789190416552,0.9984634218088204,0.9999999999895459,0.9990046452529046
31,0.999999999990904,0.9998569206846568,0.9998660555787058,,0.9986941511394626
32,0.9999999999861124,0.9997637012269522,0.9997538093097704,0.9999999999905904,0.9982181601539232
33,0.9999999999891874,0.9997667771962456,0.9977761172772288,0.9999999999932448,0.9989096903220368
34,0.9999999999924896,0.9996642854117797,0.9989901655343312,0.9999999999855679,0.9975073007972046
35,0.9999999999894535,0.9999999999894896,0.9971972990990864,0.9999999999936175,0.9989459187749086
36,0.9999999999924396,0.9997190999395054,0.9975459462634688,0.999999999989693,0.9989308292798846
37,0.9999999999905056,0.9998278539990672,0.9975621115991552,0.9999999999874796,0.9992086217466196
38,0.9999999999940152,0.9998374189325332,0.9976030502727828,0.999999999992082,0.9992793316675099
39,0.999999999987536,0.9997116679091332,0.9983816947653584,0.9999999999938444,0.9977175438527788
