Unnamed: 0,A_Thiazide_Diuretic,A_CCB,A_ARB,A_Beta_Blocker,A_ACE
0,0.9148420162123696,0.9103621917782312,0.9282222145514752,0.9051774111551152,0.9184215550893186
1,0.9228855258334786,0.9158882744630554,0.9270037135504706,0.9006325814632667,0.9200883454285392
2,0.9177062520779874,0.9185395566302588,0.9242085653084001,0.919656270485526,0.9226839663830488
3,0.9205304415800214,0.9174318245068952,0.9203740396866296,0.9095349977573,0.9224177175577066
4,0.9232446812638352,0.9172740308938352,0.9249704027444128,0.9021912066808864,0.9135328614093952
5,0.923600025404092,0.9164285493517326,0.9176838415786558,0.9061993554169844,0.9268960108575368
6,0.9191147729965952,0.9146524310900314,0.9349408278475064,0.9124457917339659,0.9178828221051064
7,0.9180429350486276,0.9063428438341448,0.9244565730519272,0.9190264383286696,0.917000532747744
8,0.9213690004053932,0.9090059460175454,0.9214539404822012,0.9174306706003176,0.9165545730985036
9,0.9068358892301795,0.9241550935632322,0.9269627536412096,0.9135362717548172,0.9243780523838628
10,0.9292182764475132,0.9195353731988732,0.9294423096038102,0.9046815632690716,0.9218846802664186
11,0.931226253913394,0.9101982213384101,0.9212138387853552,,0.9175448222413998
12,0.9226705667128562,0.9116184706977281,0.9250203623937784,0.9040988886384046,0.9191363969068492
13,0.920215487301732,0.9091055169037338,0.9183810195680948,0.9122545514448108,0.9125263753639368
14,0.9245973353755548,0.90947352754968,0.9257712002538824,0.9124776406187062,0.920495681223624
15,0.9220935219547504,0.9243274627044088,0.9232784377485628,0.8988650835652803,0.9100464540562382
16,0.9208461873828548,0.9054828401490423,0.9303666366338176,0.9106949837417684,0.9210562984442926
17,0.9251629823216118,0.9064996539615916,0.9359372831157654,0.9134401677693906,0.9188957333606064
18,0.9050929326258697,,0.9343339178241122,0.9031424854495992,0.9167006088017836
19,0.9178816385286908,0.9149126184339637,0.9358010951022718,0.9192413807652065,0.9118787296576372
20,0.9248366534707878,0.9253295787157318,0.9212737781047396,0.9108182655082432,0.9197454066361308
21,0.9021865575084279,0.9168504241112344,0.9232402206482542,0.9091642449837194,0.9193531261560876
22,0.9279345399056648,0.9078064915954795,0.9283207587062928,0.907294768892871,0.9231352435103468
23,0.9219934527598778,0.9273771439914062,0.9228951898056708,0.9047281339975805,0.9123424232146006
24,0.9231640978544688,0.9225352197790316,0.9199385913381796,0.9027831578567634,0.9180711334326456
25,0.9150954368234556,0.9198797580805684,0.904392779910322,0.9058377639245259,0.9157220814246564
26,0.9167210567703143,0.9191267118251852,0.9270876787592992,0.9022455255952521,0.9218176696650556
27,0.9067846737194474,0.911197434838918,0.92407056659521,0.9160310624046905,0.9143321739958228
28,0.9080757242454284,0.9102127023511768,0.9213187100736636,0.9143575309389568,0.9236092330826412
29,0.9234355931067362,0.924499658733534,0.92229443617984,0.906491443352248,0.9166437599072024
30,0.9098369252644428,0.9152055563104422,0.9271271889915821,0.9134441111709092,0.9178579609746684
31,0.9164007813021215,0.9134958771772934,0.9211825087130114,0.9098310165069434,0.9147346032989616
32,0.9304409847790834,0.9180682035436776,0.9295575187992344,0.8990984820862628,0.9169902139864108
33,,0.9177579128404996,0.9335788640248788,0.9178416547213084,0.920306086848712
34,0.9208330843379974,0.9067946556716516,0.9344172858710283,0.9139253251141588,0.9242614152739416
35,0.9005872512872385,0.9303340136287388,0.9149181579620684,0.9084895736598269,0.9173948794391524
36,0.9168305280491889,0.8973760471748531,0.9256728020937601,0.909689085260828,0.9199569216948734
37,0.9235867563263472,0.911152383095275,0.9246512225564986,0.9056490338110996,0.9132514639806568
38,0.9197411675246772,0.9165591969974706,0.9258629939133356,0.9132265721017764,0.9139816402182088
39,0.9142485940044942,0.919535951853302,0.9219748979669264,0.9006668720894601,0.92340182967442
40,0.9079358722984384,0.919302112881366,0.9248077274523376,0.8973894762365753,0.9203149593496238
41,0.9168874580404068,0.9045988134474376,0.9104229410832148,0.9170802961318706,0.9203706498072703
42,0.9104992953839616,0.9031437572290978,0.929940356155203,0.9067434568747283,0.9156728920091012
43,0.9271596930868524,0.926776319911744,0.9280870525061248,0.90890889971484,0.913945920842338
44,0.9230120886810826,0.9215900387939224,0.9156054750192908,0.9069216762385875,0.9288950168100332
45,0.9183722382100452,0.9072447788363684,0.9182858206267872,0.9162467571761658,0.9179363913490504
46,0.9127886977436904,0.923313360316682,0.9258724281823136,0.9028711624329586,0.9256896242867616
47,0.9217635558842958,0.9140276205785572,0.9195781461141024,0.9079446829666864,0.9142055320988736
48,0.9185625610386676,0.9205740847862284,0.9315963634441716,0.9138113271541032,0.9210059561036852
49,0.9193382011019772,0.919552897489292,0.9185878716593812,0.9114050180855748,0.9227413617670072
50,0.9110476243154876,0.9111527099472982,0.91969119482576,0.9096711341801892,0.915078074002096
51,0.9104173253234864,0.9067504488340906,0.9176034892893432,0.9238307969456924,0.9237431055268022
52,0.9129941870420228,0.9137860618574564,0.9281903217871442,0.9094058035726668,0.9223949369269896
53,0.9144602375920148,0.9301857223508344,0.909750715029884,0.9014175435910096,0.9165656840211944
54,0.9198903894213508,0.9226473966851728,0.9240419379329778,0.903102497781798,0.9185654086263598
55,0.9142075683497712,0.9256876013880384,,0.9047193819977352,0.9200279024700038
56,0.9081348147570716,0.9124744427270916,0.9259480623711608,0.9031165386807468,0.9165751051227521
57,0.9129474951289976,0.9067359601712418,0.9206209109618224,0.9085657359245882,0.9182548125463662
58,0.9229047438668446,0.906137216223706,0.9171375080049876,0.9038812908523626,0.9202827937251724
59,0.9127382988369854,0.9283709115882948,0.921900738519974,,0.9202790353481732
60,0.926522466995234,0.9181133758308814,0.9273231785784932,0.9121911102078756,0.9113594242318228
61,0.918371816895418,0.9130022309387952,0.917364082742906,0.9131166507871256,0.9227177508671344
62,0.9237789221581691,0.917329316726722,0.9116521905264692,0.9034401138551014,0.9203816350069044
63,0.9213879781688452,0.926300854410778,0.9273222669751864,0.9093654996864954,0.9152590179717564
64,0.9135025151917788,0.91252913334489,0.916803649321636,0.9088668494698259,0.9189332335071984
65,0.9206116457161876,0.9047093267626941,0.9188804865657628,0.8993620909479076,0.9157001560117624
66,0.9181457407472596,0.9146937096023564,0.9321684879466782,0.9098586011871832,0.9162615447999272
67,0.9126475916838904,0.9181810571283908,0.924762716971542,0.9131235559993562,0.9159640648985294
68,0.9206160176566988,0.9165172325999124,0.9108446646532816,0.9131958178482621,0.923277972363016
69,0.9126637989453832,0.9176792780700118,0.9130205875295144,0.9054570004566318,0.9173633890087024
70,0.9170166151898398,0.9151210052813606,0.9176671683468096,0.8994907908691617,0.9223045032041346
71,0.9148263739222297,0.9111248229151804,0.914425713186244,0.912945395924492,0.914220328899668
72,0.9254470813936412,0.9185839678988721,0.9202315414402444,0.9043682190051756,0.9173588883816366
73,0.9203834241694974,0.9225014207425516,0.9305476176652572,0.9130622642637648,0.9157391137032106
74,0.908270551833984,0.908157049385386,0.9273265252456282,0.9053703082776321,0.9181343943115272
75,0.933815431048318,0.9165020134693456,0.9267460039052212,0.91030125874479,0.9218401724372508
76,0.9099572991376688,0.9251588150000342,0.9179003024226609,0.9190270157416821,0.9171412073488946
77,0.9126329150511236,0.9165332919961128,0.9263809885944188,0.8975360564837188,0.9164959840464242
78,0.9235039304586729,0.9142059127689124,0.9180937342418778,0.9135424952575266,0.9115182872788212
79,0.9249541587596436,0.9170144813560512,0.9215533096418256,0.9108517487143832,0.9141327142844422
80,0.9174561652268282,0.9204043392386506,0.9170157142041276,0.9149254470903356,0.918685505835772
81,0.9180165302835612,0.9111346382303448,0.9286516505364358,0.9033205906287222,0.9223386536210874
82,0.919837376971606,0.9224546407933064,0.9204865767066353,0.9120495118211072,0.9267032571408492
83,0.920020891570684,0.9183820063663342,0.931606973362733,0.8947207306135344,0.9205872778205388
84,0.9073419001332124,0.9310086704567982,0.9224208088750734,0.9127623697031156,0.9149689137168016
85,0.9204339699024742,0.9162219850524846,0.9298865029881124,0.9019740074696836,0.9105013936621345
86,0.9169106840029536,0.9096351438595154,0.9227778343380758,0.9169223481701309,0.9247561395007032
87,0.9360855523918444,0.9242223734919404,0.9328238958525904,0.905052083281623,0.9188650425902076
88,0.9039069300868084,0.9105939421225664,0.9160692233889108,0.9202090507622748,0.9192038568696626
89,0.918047517585326,0.92299717804544,0.9082961062960055,0.9051610017156329,0.9247609710936596
90,0.9111826781047494,0.9170781905061136,0.9217751657914148,0.9107845479349744,0.9206022453176506
91,0.9220158491522308,0.9083698084363112,0.923244312713468,0.909349170831706,0.9151255106301897
92,0.9145114788948259,0.9134860330300508,0.9233674014060724,0.9067812332664462,0.9190980874903414
93,0.9216942228071876,0.9200446950938744,0.9138276441914034,0.9141121971873571,0.9149583233855012
94,0.919526167162655,0.9101592742818998,0.9199297890009164,0.9191897205973256,0.9124264224885844
95,0.9162096691597232,0.9158805458751031,0.9228178864225772,0.9108652923254066,0.9141921136376088
