Unnamed: 0,A_Beta_Blocker,A_ARB,A_CCB,A_Thiazide_Diuretic,A_ACE
0,0.9852702530594442,0.9895551967863008,0.9957603960791994,0.9876956259790732,0.9931684325731658
1,0.9864307375255328,0.9950788101735312,0.9941044637273456,0.9890815680160678,0.9939052631532916
2,0.9885277501462136,0.9943960325542981,0.9913138528275328,0.9937603487808224,0.9944256143007948
3,0.9888821655086544,0.9920510001995656,0.9947488799580186,0.9927003806221424,0.9946925766497712
4,0.9917236755439658,0.9908312436723388,0.9906931209385279,0.991177585031108,0.9940304646474406
5,0.9899469151366924,0.9912500132722452,0.9892936991783302,0.9857439657512372,0.9946363704724124
6,0.9854221638742344,0.9935771653688116,0.9932684483135784,0.9830573395696336,0.9936648634185976
7,0.9885384101601584,0.993525786064396,0.9930091321383199,0.9884595843542844,0.9949782199982428
8,0.9874562306038452,0.9836599886410904,0.9962964098478604,0.9898690056564045,0.994044789872525
9,0.9921739157929741,0.9926755342311429,0.995181993310055,0.9819763064463242,0.9952375863844016
10,0.98632078846198,0.98863529470843,0.9908360757352456,0.9790699887155035,0.9946416036441708
11,0.9897161018819496,0.9921843114676379,0.997011971547221,0.9854016365478736,0.9944666405448386
12,0.9868598025714768,0.9922001203013504,0.9930657503252828,0.9882314442792138,0.9934117046285394
13,0.9886067322009164,0.9936266123265252,0.9948981503675302,0.9938433922716808,0.9940150786981796
14,0.9895521557423712,0.9932460266558988,0.9900490531922612,0.9860788839611838,0.9961814428404492
15,0.9881092436640474,0.9952167865944782,0.9953111688094572,0.9930397140647048,0.993743941290188
16,0.9886638399218388,0.9960114162629278,0.9939457251469932,0.9904075272134132,0.9933769220048092
17,0.98991757626086,0.9962371126653861,0.992513725746371,0.9835520074311492,0.9929419475681912
18,0.9848588879479482,0.9918294341055054,0.9917649114644692,0.9917410080312108,0.9941306770049692
19,0.9867478295925446,0.9894455119422848,0.9946722119446753,0.9892496800823628,0.9958631764453544
20,0.9910474882647288,0.9887140879899268,0.9895552413305522,0.9903778156317186,0.9953711388141012
21,0.989171227576227,0.9933894250096376,0.992591735350118,0.9877035658206932,0.9937906461674016
22,0.9897988197999188,0.991045951094768,0.9953299305125582,0.9914478349962637,0.994631004612292
23,0.9904539147751142,0.9895377338413308,0.9894091990987682,0.9945583580552508,0.994507711686386
24,0.987227681493947,0.9896155802413664,0.9928707009894612,0.9844884349170075,0.9946962056321031
25,0.9862406111395932,0.9924746703600079,0.991799129374052,0.9942110751294236,0.9947407866341744
26,0.9856131392604036,0.9903764411803386,0.9962884974813944,0.9894079170970602,0.9912932874428748
27,0.9910889880052446,0.9931216493977572,0.990824149709004,0.9884468312224164,0.9956219891404432
28,0.9881864781002108,0.9887028479710972,0.9946964837038724,0.9900110565933966,0.9939929201437744
29,0.9871255302945636,0.9944938034265296,0.995769126482512,0.9874064162890976,0.9946033639640336
30,0.9841311728656053,0.9919931730791433,0.9941388459529356,0.9920868738383636,0.9942654825478678
31,0.9915577865692258,0.9940062391060832,0.9938743164183924,0.9873925917320652,0.993189801765002
32,0.9877880651961238,0.9909073244810512,0.9953511384534248,0.9902121162704338,0.994275072950653
33,0.9864055110625056,0.9921798567042291,0.9925086762677026,0.9840823446772342,0.992413286730462
34,0.9880610415414248,0.9913199451896492,0.9924188323265788,0.9928487134334608,0.9950551271763526
35,0.9876208802149652,0.992056117515854,0.9932421935564976,0.9882305278249374,0.9941123792632616
36,0.986154430020017,0.996177010425604,0.9956942522713496,0.9791373994463414,0.9935484800737621
37,0.9881734007845536,0.9903791049303132,0.9937636036085776,0.9864959628751612,0.9936057052360842
38,0.9886499905127,0.9906720932985684,0.9953284791662872,0.9870587884277412,0.9935105319653518
39,0.9903246785377344,0.9902942780411456,0.9916642665461988,0.9913602993833206,0.9949133236856988
40,0.9888265373979704,0.9908077909523412,0.9918076687654784,0.9909123637967674,0.995547976123822
41,0.9905817229050754,0.9944868327561373,0.9934106498620472,0.9904088307403202,0.9925328260477656
42,0.9931365458693588,0.9946218261995176,0.9916709489430772,0.9886293239081586,0.9957627547957344
43,0.984821974154367,0.9910940515017612,0.9904519487918464,0.9869531063051508,0.9929546173219252
44,0.9852251359571722,0.9910184211991108,0.9923713623087208,0.9809683311689232,0.9937955679766524
45,,0.988544182093774,0.994865364351754,0.9886130602703384,0.9922572660820248
46,0.9871164771399842,0.9897906920821788,0.9954599173021716,0.9930970271300968,0.9939246329769942
47,0.9888071016162744,0.9907862913663641,0.9918709519059378,0.9857410601100944,0.9938968147044914
48,0.9905213625034099,0.991686442803442,0.9926851612363434,0.9944927811195272,0.9934877721195045
49,0.9891959353580908,0.9927046027031884,0.9954258468869668,0.9878944529397816,0.9950900868913368
50,0.988383561991512,0.9892909515754512,0.9925214326791642,0.9885578970502732,0.9946995241290584
51,0.9882359975360666,0.9935109858750302,0.9937018375771508,0.9924283028274016,0.993177845656921
52,0.990052108256484,0.9863613598549028,0.9920015053713924,0.9914570937195236,0.9950136522179812
53,0.9893889261432388,0.9935943855124836,0.9957241861018024,0.9895687439927088,0.9940562469972868
54,0.9888940616448696,0.9936575017244419,0.9946571641734052,0.9848985032803116,0.9921005146328552
55,0.9879048559336016,0.99420204137641,0.9928904805599232,0.9941677575255601,0.99500862579232
56,0.9846795816345384,0.9962042524891136,0.9906899558820303,0.9888048215360956,0.9934226333118206
57,0.989274702536272,0.993763091477684,0.9898090180088096,0.9860958482473092,0.9938981023531284
58,0.9857299701747844,0.9952654184325198,0.99509077567193,0.9900428404583538,0.9931812182038032
59,0.9858952905453312,0.9945854860556198,0.9931573234771082,0.9942786953881524,0.993197461694763
60,0.9879812722276836,0.9950845315919701,0.9940036858699066,0.98891978547178,0.9934894128845976
61,0.9891978608498004,0.9929913849502304,0.9925712084671812,0.9979298828315096,0.9942866873871179
62,0.9846140334985874,0.9918266432360758,0.9929851648600893,0.9895005187974372,0.9935252157468788
63,0.99021874665616,0.9895644292180772,0.992969497043904,0.9871287057292902,0.9944093334953834
64,0.9885360961674504,0.9916328454448334,0.9925585110295001,0.9919525529614592,0.9953125731875392
65,0.9886542847415912,0.9924551589808306,0.9938088828574244,0.9850977352676432,0.9937821710381016
66,0.9895636522983602,0.9927861892171348,0.9961364363931601,0.989159987668831,0.9954606244084494
67,0.9899686175575212,0.9927551498320778,0.9944118740940792,0.9930842107937315,0.9943102496695516
68,0.9889289614830462,0.9946886779083878,0.995142995149418,0.9870653154170173,0.9934620910903892
69,0.9864208680670656,0.9905913753531582,0.9899457027367472,0.9871866400467652,0.9948587820713568
70,0.9895454405829628,0.991719405130048,0.9915223157294234,0.9927475751303326,0.9950466263052566
71,0.9880590653072594,0.9918974545794124,0.994258840087229,0.9949690558087128,0.9952362073643886
72,0.9861729901795948,0.9934685977221536,0.9951171820284018,0.9883085697613164,0.9943598642532764
73,0.9899323258416975,0.9943408204187444,0.9933423329962684,0.9860282259385076,0.9941613286445672
74,0.9877562128227522,0.9928289955187382,0.9959426847508014,0.98608624892446,0.9948476069093836
75,0.9894210314482464,0.9922848637805546,0.9917442851821078,0.9885052168102856,0.9939559370249864
76,0.9920293731988412,0.9945761149356914,0.9914586185696028,0.9877592041860864,0.9954465550206184
77,0.9919973908308546,0.9931135622187248,0.9926838398455964,0.9878747605837088,0.9943341967208076
78,0.9890634129925172,0.9923562012768002,0.9929626313966908,0.980044686171264,0.9938589870251756
79,0.9878430580773186,0.9921793709110174,0.9939279881901132,0.9906378332705398,0.9929882443119442
80,0.989699085119476,,0.9909803985928614,0.9875939510010469,0.9935358811051492
81,0.9890422882014516,0.9884635626213876,0.99387471431372,0.990423241537112,0.9951365059897664
82,0.987166248209858,0.9871757494684112,0.9930744435319306,0.9855415811680264,0.993399982311544
83,0.9867252243958746,0.9923334878054288,0.9947173905835812,0.9870999818676776,0.9941867112357948
84,0.9865940262532096,0.9921409407944564,0.9948559946375468,0.9892570246903332,0.9939916527173679
85,0.9881905574009646,0.9909690207522882,0.9901924821539444,0.9904736212908596,0.9938903811714064
