Unnamed: 0,A_Beta_Blocker,A_ARB,A_CCB,A_Thiazide_Diuretic,A_ACE
0,0.9494331991051556,0.9589190448447442,0.9383325138572142,0.9371104871976692,0.9482963241446932
1,0.9394708797803312,0.9446777184042814,0.9294977684992928,0.9498966799220476,0.9434328090718248
2,0.9428958381619454,0.95331396996248,0.9338214408472024,0.9331525086154532,0.946234464819573
3,0.9352946377467156,0.9511198008094348,0.931624886474754,0.9447491546023356,0.9460247574210748
4,0.9449621393843124,0.9502989721810106,0.9440116521332168,0.9198561072125856,0.9531264253880308
5,0.9361712339737344,0.9539690974443238,0.9261231716042628,0.9456259679901752,0.9471667877351636
6,0.9346935764909572,0.9527350434251568,0.9416402399046724,0.9414486801484979,0.9414900690168092
7,0.9377992217308024,0.9572964171973308,0.9278772376373248,0.9398764962824832,0.9437245800836136
8,0.9430166358533452,0.9530179881254032,0.9272911769024508,0.942038075628179,0.9502546594694556
9,0.9415302405173616,0.9472533587156824,0.9330065391759079,0.9318872796997508,0.9452575617623654
10,0.9474050121089372,0.9489409348385124,0.9283798997967172,0.9218677088546356,0.9483028608556242
11,0.9323719874792376,0.9389498996956892,0.9261909343173312,0.936891372543504,0.9497155218814388
12,0.9429250014126876,0.9537474395047864,0.939112113489246,0.9419678029560206,0.9447380899233566
13,0.9360250670378992,0.949801106782372,0.9271374514923324,0.9310050589453184,0.9485644245205082
14,0.9358320785867102,0.9511731438328114,0.9332401674573126,0.9357956698636716,0.9431874387278752
15,0.9369653108461664,0.9417434039415794,0.9224742469315172,0.9383050991219474,0.947412258031425
16,0.9317986950444744,0.9559678763539904,0.9264436903055908,0.9408902868096668,0.9463439966336868
17,0.9421899167593158,0.9459346026996548,0.9292173936044276,0.9440347928410386,0.9491672551429162
18,0.9380069862344832,0.9486044072661728,0.9324096317814258,0.9372597010692864,0.9404871663504588
19,0.9403513329112059,0.9467021180038284,0.9330965893236859,0.9259273939664824,0.948213408221604
20,0.9449901348951932,0.9513464027614901,0.935901058954934,0.9293367554489301,0.9484607920884056
21,0.9400551098530298,0.9442650901264341,0.9363324708350896,0.9408717142155018,0.9459190880550336
22,0.9377528959647976,0.9460626569799382,0.9323628724995108,0.9271853271091579,0.9453786921094888
23,0.9335911450079336,0.9508687934960608,0.9280785432304448,0.926616712805285,0.9489651350493098
24,0.938147032370364,0.9536009839000622,0.9200359894534536,0.9365156321712094,0.947864214401846
25,0.940775132453296,0.9476623176402824,0.9227471216875988,0.9234821150351378,0.9464511867449036
26,0.9346300284033258,0.9504926741052474,0.924202395178983,0.9414103069327672,0.9462923981805365
27,0.9362566310686352,0.9520127651653252,0.9310549612895432,0.9330986651002404,0.9475105016579641
28,0.9342442858163486,0.9480423330645892,0.9325848785967472,0.9368356903194068,0.9404173710680857
29,0.9422501020699248,0.9483877857126499,0.9373939580167254,0.9398233068226628,0.9478131858841692
30,0.9329383293701592,,0.930816296957416,0.92587387150148,0.9445466182584672
31,0.947523808402732,0.9577240521698608,0.9365485555765072,0.9365450723684596,0.941023718473954
32,0.9425118311347376,0.9585872872542632,0.93258078699737,0.9398939992354044,0.9475716957989266
33,0.9406711939378678,0.950955177291822,0.938702456285592,0.9393240984528766,0.94874340249419
34,0.9372422475321448,0.9612252283003678,0.9374388341060622,0.9297407736918728,0.9431138905688908
35,0.9348134019791566,0.9479185323515894,0.9268951220292814,0.9368053956609896,0.9429448793603582
36,0.9468171512230252,0.950420732073312,0.9328029250901752,0.9363517100244996,0.9444801585656768
37,0.9462886842825116,0.9524715994084006,0.9354299075052076,0.9339584519934812,0.941967565510842
38,0.9398023899720565,0.946530157707156,0.930943648675804,0.9333085399334344,0.9482364948973612
39,0.9372793172012552,0.9453890157333046,0.9196001874936792,0.9360021096012492,0.9485905210456615
40,0.9397824832552208,0.9424652772039244,0.9396929133003308,0.9274807571934708,0.9433160804365583
41,0.9407319362892596,0.9496846613789399,0.933660045410542,0.9212319305102641,0.9411685081111634
42,0.9378889833865744,0.9432727714695514,0.9393337214060836,0.9222277416031298,0.9434672113803082
43,0.9438053814790964,0.9523290038106994,0.9373854672430262,0.930157295370249,0.9473971325524332
44,0.9381269275795722,0.9423577795945408,0.9374724457970856,0.9377841121247154,0.9453892087497408
45,0.9421310527441008,0.95472321095359,0.9450087154047928,0.9375506801518364,0.9486921933026023
46,0.9399317507531764,0.9513460384733368,0.9361991840800048,0.935906197734899,0.9477797282834924
47,0.9375950909221782,0.9454724642185052,0.9340066564608068,0.9337630044640992,0.9465335163520384
48,0.9478754684447273,0.9462436981420954,0.9331838976041344,0.9348211870199824,0.9475017239386028
49,0.9339382706844912,0.9455945409434556,,0.9391248550493212,0.943778158716266
50,0.9420656049000364,0.946428458764374,0.9279635957562521,0.939075300877417,0.946670090487062
51,0.929479414508718,0.9469776366065132,0.9344864254505579,0.9380160864583604,0.9471659145208516
52,0.9457103131023404,0.9477977275257712,0.9290003912747656,0.9273063083114056,0.9422182910102584
53,0.9377835380546048,0.941323517374618,0.9331353349713986,0.9295099352867224,0.9454476369023972
54,0.9410442419352626,0.9612475923671401,0.9285331228877504,0.9218411801906012,0.9443437863873596
55,0.9420978056124636,0.9462394819226244,0.9325932622927159,0.934730731460446,0.947225813863274
56,0.9498262424337556,0.9481040612773532,0.940913777059544,0.9331631313645004,0.9424027889816532
57,0.9409593335238241,0.9507894042142286,0.9263217021554764,0.9422542960210863,0.9517704353060056
58,0.9461169387876516,0.9511578272566438,0.9233502246533865,0.9405983552174542,0.9462084563058016
59,0.9390944820961972,0.9596150673811676,0.9351806909314396,0.9360127105056364,0.9415251760525556
60,0.9369386009908318,0.9435347778996592,0.9288147324519128,0.9383664618149145,0.9517565531154364
61,0.9388699841937904,0.9471941459102474,0.9425281607625712,0.9382753751792252,0.9421581310133708
62,0.9369847322604892,0.9585643324486518,0.9462017376040868,0.9368133688126492,0.946216128541254
63,0.9386383011371942,0.9532558274228252,0.9352570393607592,0.949936585167388,0.9450016181879692
64,0.9340638614177298,0.9537095030102266,0.9335210438720128,0.9539356229621712,0.9471092420814994
65,0.949111819504218,0.9499621060211562,0.9388165487846604,0.938641279438438,0.9346774171078408
66,0.9372416212532846,0.94734535957389,0.9356536759805768,0.934293676546042,0.9467033740551728
67,0.9407267584032228,0.9482380259201356,0.9298956274508116,0.9360121286710816,0.95096460675184
68,0.9401042287699064,0.9510938775515606,0.9400104011174268,0.9373390237481872,0.9436066471441774
69,0.9376575957699481,0.945269690265255,0.9306538600600396,0.9322744265804116,0.9453349686789879
70,0.9414743625192652,0.9581613437325128,0.9337595368845848,0.924072241617848,0.9502315876541508
71,0.9381231282144026,0.9564007799950384,0.9356186557632714,0.9334404025817334,0.9424048136683258
72,0.9430130225737652,0.9455314157853834,0.9246390464630622,0.93334383057797,0.9473602164258024
73,0.9398696400471236,0.9500814250488292,0.9471713553923888,0.9300095248419672,0.9447285490094879
74,0.9350475167262016,0.944229525310842,0.936207863949389,0.9410396346363196,0.9420290033952452
75,0.9407846032936622,0.9485827190006284,0.9393960659150764,0.9324369633415259,0.9474441272816372
76,0.9409328455176166,0.936642168267556,0.9335205436554936,0.9400659584552858,0.9402720912306354
77,0.9428265443535242,0.9613461150972592,0.9377476881375711,0.9348629114652848,0.9462019329642148
78,0.9403873701157291,0.9519678244516296,0.9370456709885292,0.9334788262155452,0.9415925399960936
79,0.9411938261008894,0.952446484709234,0.9310934552420319,0.9385019778223138,0.9482560421545234
80,0.9366066187936498,0.9509935781536584,0.9331167553858076,0.9389730247347288,0.9434482427300432
81,0.9360411219573566,0.9469919680241748,0.9255832124064796,0.9359806119449559,0.9413076307155002
82,0.9399164621558768,0.9486116952767112,0.9315139099206748,0.9414984464421272,0.9439404070974162
83,0.938125068381972,0.9470032827386128,0.9361384159490368,0.9378470838119168,0.9426703777962756
84,0.9490921510446112,0.9503025887216756,0.9198058219888222,0.9202507943841612,0.9466312678633252
85,0.9442870800663732,0.9548382402704386,0.9424771145891622,0.9254393236989696,0.9459280104446538
86,0.9488533379151488,0.9515895141904821,0.9382783266166546,0.9322874793780768,0.9498828259587796
87,0.9406655359888056,0.9474692361614367,0.9335975280680552,0.935695649548696,0.9487403372748034
88,0.9416017507136794,0.9580372432492462,0.9388860376039904,0.9380811131414758,0.9492758083700336
89,0.9444351082303528,0.9457558272477208,0.9342138206918204,0.9243276185304224,0.948201291111368
90,0.9355210507483122,0.939015350256547,0.9363401541752132,0.9326806717656996,0.9434505455427388
91,0.9424541228864386,0.9442022439033838,0.9337667856084252,0.9303580229987032,0.9401741516582292
92,0.9436428891724682,0.9391378889574664,0.9373690796179552,0.9328673973829382,0.945064971666394
93,0.9402919973738882,0.9472735293097546,0.9331030430315232,0.9268924201199504,0.9475506803307808
94,0.9405726518144764,0.9483813103730075,0.9379013971916944,0.9469958257890432,0.9482943874924301
95,0.9437376926328132,0.961073409590022,0.9287998639031187,0.9386837081038728,0.9474750831397069
96,0.9393413407365472,0.9549004658941096,0.9432102946715508,0.9371720569713669,0.9440176697721
97,0.938995170813704,0.9484089211571288,0.9291508957007596,0.9177036653934532,0.942047214297112
98,0.9395547076923466,0.9502221560226848,0.9248357376970918,0.9348871734462288,0.9469920700866322
99,0.9312350451259273,0.9446202343601116,0.9419932011576329,0.9424289909417696,0.9441555849161996
