Unnamed: 0,A_ARB,A_Thiazide_Diuretic,A_CCB,A_ACE,A_Beta_Blocker
0,1.0,0.9999999999975522,0.999999999996692,1.0,0.999928589535046
1,0.999752070765494,0.9999999999976701,0.9998551563313376,1.0,1.0
2,0.9999999999986,0.9999999999937479,1.0,0.9998210149187616,0.9999999999967164
3,0.9998706882324956,0.9999999999954392,0.9999254424179332,0.9997251005611616,0.9999999999982628
4,1.0,0.9999999999969664,1.0,0.9997324438745664,0.9999048860366692
5,1.0,0.9999999999953636,0.999701633026957,0.999643101085616,0.9999999999982686
6,0.9999999999955234,0.9999999999949308,0.9999999999983747,0.999369394044122,0.9998126431003908
7,0.9999250643429548,0.9999999999983386,0.9998916868603459,0.9999587343307008,0.9998121570749204
8,0.9998238487763992,0.9999999999967608,0.999709654614235,0.999842594235732,0.9996714268383468
9,0.9997614927399158,0.9999999999956756,0.99999999999843,0.9999403620544914,0.9998492220430454
10,0.9996921758627586,0.9999999999971416,0.9997897228637604,0.9999453315465628,0.999813019948418
11,0.9999999999959621,1.0,0.9999999999983572,0.99968368729536,0.9998024868621588
12,0.9998804872957984,0.9999999999969508,0.9998483682081928,1.0,1.0
13,0.9999532163620696,0.999999999996838,1.0,1.0,0.9996359543016844
14,0.9999999999954996,0.9999999999968348,0.9999252198889018,0.9993462682170956,0.999999999994874
15,0.9999179518046863,0.9999999999914441,1.0,0.9996338772598308,0.9999999999953132
16,0.9999999999959188,0.9999999999936172,0.9999999999957432,0.9999506623364228,0.9997958329289096
17,0.9999193929283589,0.9999999999968604,1.0,0.9999562856547772,0.9997586426252492
18,0.9999259762981728,0.99999999999719,0.9997772537961412,0.9996758626704804,0.9999358022399072
19,0.9999514515371052,0.9999999999984508,0.9998362090287324,0.9998363346212612,0.9999162147646932
20,0.9997935705961076,0.9999999999982768,0.9999292365816342,1.0,0.9999301294799614
21,0.9997408694769512,0.9999999999967544,0.9999999999968204,0.9998179436455441,0.9997226220419309
22,0.9998485751335184,0.999999999996871,0.9998369900317868,0.999913794461268,0.999769974887338
23,0.9998476458335108,1.0,0.9996247502998178,0.9998684029224384,0.999805141741356
24,0.99999999999858,0.9999999999994068,0.9998926811760944,0.9998805909843984,0.9996693749784908
25,0.9999999999919164,1.0,0.9998833955277858,0.9997930664318194,0.999687807129732
26,0.9997892560436864,0.9999999999953558,1.0,0.9999651277416374,1.0
27,0.9998034306872512,0.9999999999924136,0.9999475447250846,0.999956868511876,1.0
28,0.9997700679078436,0.999999999995108,0.999999999993444,0.9997466410745608,1.0
29,1.0,0.99999999999697,1.0,1.0,0.9999325409149762
30,0.9995901139786711,0.9999999999968362,0.9998774165995324,0.9996585113887221,0.999940043215222
31,1.0,0.9999999999938592,0.9999999999984248,1.0,0.9999311045737054
32,1.0,0.9999999999934812,0.9997388073527136,0.9999256434022992,0.9997778564099502
33,1.0,0.9999999999993836,0.999943935490594,,0.999888075466715
34,1.0,0.9999999999984904,0.9998097882387766,0.9996271136422968,0.9999262126643396
35,0.9999999999970868,0.9999999999948944,0.9999999999984472,0.9997169097977556,1.0
36,0.9998493321843924,0.9999999999967796,1.0,0.999830429282908,0.999952338602739
37,0.9998832583922554,0.999999999998506,0.9998258474583476,0.9996705461838282,0.9997450552809628
38,0.9998598753358804,0.9999999999951168,0.9999999999952066,0.9999439361797132,0.999766297700974
39,0.999751973805146,0.9999999999969288,0.9996310317282768,0.9996344451869648,0.9999526508854484
40,0.999999999995488,1.0,0.9999999999953962,0.9995014556849467,0.999950678817728
41,0.9998611125907004,0.9999999999969826,0.9999015197603954,0.9997863910211868,0.9997451354676884
42,0.9998859360846484,1.0,0.9998597729850796,0.9997131716442179,0.9999285637333736
43,0.999920820851192,0.9999999999907828,0.9999214097306612,0.9997217066116976,0.9998831356768532
44,1.0,1.0,0.9999999999950596,1.0,1.0
45,0.9998725184700396,0.9999999999966706,0.9999171617453964,0.999914303838627,0.9999999999949776
46,0.999773887319115,0.9999999999952176,0.9998666322886994,0.9997910070453858,0.9998338088348488
47,0.9999298273480162,0.999999999991256,0.9998899646160307,0.9999378944933198,1.0
48,0.9999307329779168,0.9999999999953146,0.999999999993703,0.9996199035036578,0.9999999999951079
49,0.9999220080427206,1.0,0.9999999999984296,0.9998250130388432,1.0
50,0.9998046464464142,0.9999999999913904,0.9999999999967556,0.9997807559832907,0.999999999996882
51,0.9999999999957762,0.9999999999952056,0.9998929514379784,0.9999112670961752,0.9997930853544019
52,0.999919886589852,0.9999999999965976,0.9996927155183659,0.9998687973404669,0.9999999999967436
53,0.9999999999971269,1.0,0.9997215427989504,0.9998232850184524,1.0
54,0.9999999999924476,0.9999999999984452,0.9999255579691876,0.9997496669182562,0.9999322892642298
55,0.9999267510714044,0.999999999991936,0.9999280066765144,0.9996445539856272,0.9998529288497012
56,0.9999272677755628,0.9999999999969048,0.9998404833068596,0.9996929818596108,0.999828655744054
57,1.0,0.9999999999954536,0.9999999999956396,0.9997680285543122,0.9998506179257092
58,0.9998795322781652,1.0,0.9999393627978601,0.9999558330292472,0.9998266277389546
59,0.9998886936741462,0.9999999999953052,0.99990015193984,0.999885676457503,0.9997899027617048
60,0.999927945706922,0.9999999999983328,0.9999999999983432,1.0,0.9998323312199842
61,0.9999470472914752,0.9999999999967312,0.9999999999950312,0.9998766378417032,0.9997456941698556
62,0.999777659345764,0.9999999999984815,0.9998708734176714,0.9998761546038069,0.9999205452724688
63,0.9998397271805832,1.0,0.9999338468103878,0.9999710691385926,0.9999210111590799
64,0.9999325074698492,1.0,0.9999999999934972,0.9998516185913376,0.9999999999984708
65,1.0,0.9999999999968492,0.9997204972302728,0.9997062554652694,0.9999516709664532
66,0.9999999999961576,0.9999999999952548,0.99999999999559,0.9998603668550532,1.0
67,0.9999258731733792,0.9999999999965972,0.9999999999984334,0.9999582674589632,0.9999569034603556
68,0.9999999999926752,0.9999999999984542,0.9999999999950662,0.9995161483671379,0.9998374917682552
69,0.999836411385742,0.999999999997608,0.9997736844287488,0.999902948164543,0.9998616517119772
70,0.9999237532068352,0.9999999999960802,0.9998676989142408,1.0,0.9997871680463593
71,0.9997817913997554,0.9999999999965774,0.9999051351871412,0.9998852378298096,0.9996557646734836
72,0.9998635952035642,0.9999999999983864,0.9999140691006279,0.9994636587575813,0.9996394957529752
73,0.9998606919833504,1.0,0.9999999999967324,0.9993297912206196,0.9998563208082768
74,0.9997987753314626,1.0,0.9998057731971468,0.9996804584345016,0.9999999999936094
75,0.9997737815966417,0.9999999999976604,0.999746289594762,0.9996880860594768,0.9999999999967536
76,0.9997264042488828,0.9999999999969514,0.9999999999916444,1.0,0.9999103576724576
77,0.9996705749496616,0.9999999999936644,0.9999035509278836,0.9996677147619236,0.9998465347299328
78,0.9997637285427864,0.9999999999984079,0.999999999998353,1.0,0.9999429776898464
79,0.9999213535498976,0.9999999999970636,0.999907956434433,0.9998396408812344,0.9998543081144972
80,0.9996989742240942,1.0,0.9997733893319228,0.9996232001547778,0.9998415559228268
81,0.9999224240081208,0.9999999999984572,0.9999999999968399,0.9999367822941714,0.9998810115621664
82,0.9996743831596556,0.9999999999984992,0.9999999999967272,0.9999486266334318,0.9998485886388416
83,1.0,1.0,0.9998597523189434,0.9997582118045654,1.0
84,0.9998867986457508,0.9999999999952824,0.9999078529684496,0.9999066476433418,0.999851719130478
85,0.9998700016002086,0.9999999999918138,0.999999999993392,0.9997491512242512,0.9999152841568988
86,0.9998484423443582,0.999999999998536,0.9996768928102904,0.9991019659995952,1.0
87,0.9998565782963874,0.9999999999984868,0.9998139999452864,0.9997279123563524,0.999719366025019
88,0.9997294874062141,0.9999999999971324,0.9999999999955193,0.9994722459102676,0.9998712744465286
89,0.9998642661399184,0.9999999999951228,0.9999999999955708,0.9995522142395536,0.9999169701959328
90,1.0,0.9999999999967822,0.9998939337126002,0.999900254879118,1.0
91,0.9998468489274464,0.9999999999953599,0.9998652236876762,0.9996831699349644,0.9999332214037874
92,0.9996876484840166,0.9999999999970552,0.9998775691607048,0.999339157335953,0.9999137497881648
93,0.9998436212946304,0.9999999999920264,0.99999999999835,0.999739524622808,0.9999561447394706
94,0.9999428025522956,0.9999999999936297,0.9999999999994014,1.0,0.999999999996742
95,0.9999270430558219,1.0,0.9999999999969114,0.9998084016473128,1.0
96,0.9998380783571128,1.0,0.999955265217053,0.9998381982914808,0.9999999999983082
97,0.9998297489846312,0.9999999999970214,0.9999151006536244,0.9996467649481156,0.9999999999967546
98,0.9998324276720412,0.9999999999984759,0.9999999999967566,1.0,0.9998747269792674
99,0.9999317603657631,0.9999999999969869,0.999876084899741,0.9999452706761592,0.9997733234951568
