Unnamed: 0,A_ACE,A_ARB,A_CCB,A_Beta_Blocker,A_Thiazide_Diuretic
0,0.9953352184580136,0.9886782281543408,0.9928458009171124,0.9950121386314456,0.9879378984592428
1,0.9946296320973088,,0.9906009801689362,0.9954992695123436,0.9877358633757608
2,0.9953359151417922,0.9916496223427628,0.990413967629726,0.9945314641229864,0.98751521685314
3,0.9945805362728068,0.9930164353404941,0.9926053668282584,0.9952472683244654,0.9904733796597238
4,0.9949691563292034,0.9894339556135804,0.9935616148748592,0.994825038206266,0.9888762609433642
5,0.996036506280958,0.9931734297957758,0.9888246352426779,0.9935106975021252,0.990769061405362
6,0.99587696814034,0.9874129635452941,0.9918339360354682,0.9954503138446577,0.9926434331155743
7,0.9946063314257236,0.9888361310097404,0.9892130074312304,0.9956152628268862,0.989538182389034
8,0.993887195052914,0.9921857526067559,0.9938836249950128,0.9949897424111648,0.992351866880348
9,0.9962702390877848,0.9933556911935232,0.9942946466308168,0.9930938660032752,0.9871272743624124
10,0.9949095996966386,0.9937001338598821,0.9937603054101519,0.9955376550721272,0.9901113044268104
11,0.9948823673063888,0.988342455545306,0.9936539580327796,0.9945269210162908,0.9836452558870954
12,0.9948253459963396,0.989118562817855,0.9925443247926946,0.9925040500303539,0.9873604166583548
13,0.9947947298249408,0.990580230394649,0.9926527523802592,0.9920909720732368,0.9893487303949928
14,0.9962601114028192,0.9925841434433668,0.992503485840944,0.9950058736268216,0.9849986284085394
15,0.9947135013075468,0.990487775843256,0.9917977959692555,0.9952214968346301,0.9915487789287264
16,0.9946725054920568,0.986801665151362,0.9942828174866452,0.996282379550286,0.9877931953828876
17,0.9945879837820696,0.9871173616926352,0.9897809611816538,0.9947712054952988,0.9934254849697042
18,0.9963830058237664,0.9905920941167988,0.9891791163256659,0.9948070534508456,0.9925058569233344
19,0.9948774167265926,0.9941161208951216,0.9904127442899188,0.9939014634758172,
20,0.9962989234216972,0.9935261990099729,0.9888971094237478,0.9936600809870654,0.9821194247929814
21,0.9951178577407568,0.9923470351465632,0.9944762129999368,0.9948021377498812,0.989210122995248
22,0.9955869313874756,0.9914960015649262,0.9932248188622916,0.99410634849329,0.9875619686535152
23,0.994497258058246,0.9903589224605158,0.9915258343834764,0.9955183417011856,0.9896308307894712
24,0.9951105958350812,0.9901613469453012,0.9903125981526476,0.9930229866267438,0.9911122368998944
