Unnamed: 0,A_ACE,A_ARB,A_CCB,A_Beta_Blocker,A_Thiazide_Diuretic
0,0.9966057300373188,0.99905815674595,0.9952093308074788,0.9962203889517954,0.9981512333066198
1,0.9971463722080508,0.9956841275841104,0.9947493296058924,0.9958893027966969,0.995351511675962
2,0.9967240287087854,0.9961732286133821,0.9892287752556372,0.9951432932621304,0.9973325604851992
3,0.996799389889844,0.9984012530646168,0.9925956211809868,0.99202886188983,0.9973955941387074
4,0.99698883207147,0.9995411662105694,0.995067147675878,0.997349797650924,0.9969990055875
5,0.9962912376150512,0.9983942638504921,0.9967542840075512,0.994357100632396,0.9959178781754529
6,0.9964800699192732,0.9990883949426708,0.9918941528914113,0.9962371842864932,0.9972926873119532
7,0.99712517975364,0.998357743362784,0.9912029865377092,0.9949135106710442,0.9973203475217152
8,0.9976520799966588,0.9980817590223636,0.99508735527532,0.994574863507176,0.9975622898284324
9,0.9966316381719036,0.9988626636786816,0.9970369657775108,0.9971205514237784,0.99631180452902
10,0.9976666037420114,0.9986622316089744,0.9965221360544876,0.995834866750436,0.9977349277895476
11,0.9972780468171708,0.9995218647259732,0.9939635858958362,0.9948544374020484,0.9983783401313528
12,0.9961532022390271,0.99714690285181,0.9955753777722778,0.9949798940153576,0.9949385921878159
13,0.9969522313381568,0.9974697897774482,0.9937948910711704,0.9955687841247919,0.9971900173413414
14,0.9962266921133779,0.995840678318776,0.9936593323488532,0.9965720143140128,0.9990343929934264
15,0.9971494968758808,0.9986950402755292,0.9916685405718206,0.993550260981048,0.9955294776265268
16,0.9970981043493906,0.9973041343850021,0.9944494954111548,0.9968443190095742,0.9953333731160192
17,0.9960793927093528,0.9991341708351441,0.9927644767490186,0.9948289330459535,0.9978969978262844
18,0.9973430579900212,0.9999999999907121,0.9944975113077664,0.9957903932263338,0.9981047928740688
19,0.9981711855271194,0.999105876284204,0.9945635361704226,0.9939681243881684,0.9978589348800462
20,,0.9994937567758166,0.991064577730854,0.992261805641672,0.9970306957565556
21,0.9978230755891341,0.9992403398208104,0.9920932624670192,0.9939876197199088,0.9967162694920964
22,0.9980143585378548,0.9986394693867521,0.9957793672105446,0.9951524961620448,0.9944222369216222
23,0.9960159854675976,0.9979332694133954,0.9902961086266312,0.9962010437091092,0.9951044710881658
24,0.9972750981237779,0.9993272076322928,0.9912569797653218,0.9964569924409792,0.9955191291567244
25,0.9975417098281701,0.9992425489033202,0.9963011532515432,0.99699456884409,0.9955287282914328
26,0.9968118635288721,0.99777943790268,0.9917283534222036,0.9961659236062521,0.9961362190463824
27,0.9972289896875336,0.9983634563731336,0.9966320811365078,0.9965076851409748,0.9980202147586243
28,0.996204942990253,0.999160169598242,0.9922975962871222,0.9919844460374672,0.9977789829853666
29,0.9979425340323216,0.9985133828360758,0.9943817680144216,0.9961198240067854,0.9952453072299208
30,0.9973548119600524,0.9982096384742768,0.9950378702529672,,0.9975184843295332
31,0.9970836161045956,0.9979902300414438,0.992150171074772,0.9949059288561822,0.9958084386194248
32,0.9974280965065764,0.99873642318605,0.9955891847267216,0.9951982805461179,0.9939832730568202
33,0.9973660793346768,0.9984322721468888,0.9910585397021642,0.9944917744253684,0.997485676833432
34,0.9970936336800432,0.998743320699938,0.9945842143433468,0.9959544648140908,0.9975657966212141
35,0.9970215481186918,0.9991451346907988,0.993242180827467,0.9945715570734002,0.9954764520813264
36,0.9967306372599508,0.9976685140336966,0.9927889071880244,0.9952804755787208,0.9962901828589434
37,0.9967956913896951,0.9980444833764441,0.9880553825854056,0.9946604533460236,0.9969416835244912
38,0.9961008676182841,0.9989081821301364,0.9944729373723972,0.99430199009837,0.9969946376440642
39,0.9952619066459492,0.9985580377312286,0.9946471973929916,0.9950147441124644,0.9951124300691584
40,0.997452982964922,0.9995864664178618,0.9915280285814764,0.9958723266345476,0.9955238490315512
41,0.9977745591959376,0.9980424174616038,0.9928879838448882,0.9932027182351229,0.9977631997265224
42,0.9974677380444792,0.9985948312865841,0.990815513664515,0.994122106797174,0.9971138444444176
43,0.9971457253231726,0.9972517159460266,0.9913736447711348,0.9948653743075996,0.997749978548727
44,0.9956000738779236,0.997623708990092,0.9948319432426588,0.9943978503007281,0.9973304769141386
45,0.9963731779149608,0.9992692383784052,0.9933928845148006,0.9949465928711864,0.9969781980019834
46,0.9968944245678334,0.9985991935843956,0.9914946505992324,0.9957218389500406,0.9964821831790176
47,0.9971740194978244,0.9986339469669192,0.9955097371581992,0.9966968591885094,0.99693587821544
48,0.9971079323946006,0.9980522845210632,0.996852918766456,0.9956739637649442,0.9973495082063779
49,0.9967519371812148,0.9995541064677363,0.9917947863393296,0.9972119776140208,0.9961096282653604
50,0.9970244604296498,0.9995145664974382,0.9928174301547852,0.9947273883671014,0.9974604870429226
51,0.9968862557241832,0.9978997687279184,0.9938288511860904,0.9962375453534356,0.9954104859911621
52,0.9970687817474312,0.9986050524816622,0.989060553161398,,0.9974844949585022
53,0.9973034832415579,0.9996122223308486,0.9936001034781268,0.9963579389953798,0.9959323224755984
54,0.9963317818767868,0.9964402953162634,0.9942002770527844,0.9971640631086972,0.9978681624549541
55,0.9969793380550096,0.996610004910274,0.9961400895033979,0.9951807814490814,0.9967941325719984
56,0.9975756200872924,0.998005177828116,0.9962545024118566,0.9969744700339772,0.9968738212020368
57,0.9952888812747216,0.9979466131226143,0.9922338668732644,0.9949822109416424,0.9965499591224553
58,0.997779276377206,0.9974703730233272,0.9931390204468616,0.9945050408197588,0.9967174234919608
59,0.9960203687814564,0.9990156467782594,0.9946467397592644,0.9951407986482984,0.9974116384857208
60,0.9970930482806656,0.9984171833935881,0.9911870249098454,0.9950571592073022,0.9968576267809288
61,0.9975324445507664,0.9973982949641592,0.9918795374355264,0.9954236668324188,0.9978703879311888
