Unnamed: 0,A_ACE,A_ARB,A_CCB,A_Beta_Blocker,A_Thiazide_Diuretic
0,0.9993319428370891,0.9999999999959414,0.9999999999963921,0.9995197313585301,0.9997479720988588
1,0.9992178794007694,0.9999999999917604,0.9982155863454848,0.9992376878306952,0.9937639509989818
2,0.9996472601234327,0.9999999999923492,0.9993007343136696,0.999629188597038,0.9955574788667048
3,0.9987587838717272,0.9999999999888576,0.9999999999858188,0.9997013827606022,0.989714760112852
4,0.9997030293955548,0.999999999987424,0.9999999999937402,0.9993996149729008,0.9962094536634348
5,0.999189464443994,0.9999999999948481,0.9993557390752176,0.9998997211819974,0.9958560761981444
6,0.9993333180758844,0.9999999999933774,0.999999999996525,0.9975982836592237,0.9960047189113098
7,0.9993364835467848,0.9999999999948253,0.9999999999929268,0.9988074703512329,0.9998405539474384
8,0.9993050925521382,0.9999999999956132,0.9991948918368098,0.9986505057468588,0.99455077610364
9,0.999070274585492,0.9999999999926892,0.9999999999937068,0.9989599859973006,0.9973762765197388
10,0.9996466719606606,0.9999999999961552,0.9999999999954472,0.9991218548846708,0.9975614907000006
11,0.9995470671397736,0.9999999999846152,0.998608408913238,0.998667680980774,0.9996790998470676
12,0.9994719144015576,0.9999999999939596,0.9993963089348348,0.9993462371454346,0.998162562870483
13,0.9992203650890392,0.9999999999910428,0.9949746446752172,0.9975053205305064,0.9969822021093616
14,0.9994072697572948,,0.9993160795704727,0.9981607627750052,0.9997323435005712
15,0.9995363500709172,0.9999999999937196,0.999331871903116,0.999615041409506,0.9938506983427452
16,,0.9999999999952178,0.9981581759690948,0.9988630391487564,0.9969719953477344
17,0.99974345438819,0.9999999999919784,0.9985829681835121,0.9990969444251918,0.9939549869501112
18,0.9989070043112878,0.9999999999940395,0.9984533247138948,0.9973869565246952,0.9997772636882256
19,0.9991443269290344,0.9999999999951772,0.9993148592063279,0.9980975236880352,0.9944804503392878
20,0.998915363009313,0.9999999999862014,0.9993144872285464,0.9991896072380037,0.9969390323848878
21,0.9998444228711808,0.9999999999931783,0.9999999999950048,0.9974766142559142,0.994311669888608
22,0.9993774802831266,0.9999999999937622,0.9983238495403316,0.996024523000366,0.9997623498087908
23,0.9994523949709432,0.9999999999942184,0.999999999990443,0.9998042285781408,0.9972099010819119
24,0.9993458458370212,0.9999999999858574,0.9999999999887964,0.998662832015904,0.9999999999906412
25,0.9991467058729672,0.9999999999874152,0.9991148515544632,0.9982341824626,0.9929749417545014
26,0.9994934996304314,0.9999999999940204,0.9991204258185872,0.9977052375975348,0.9976385230852168
27,0.9991930189551008,0.999999999993206,0.9999999999930996,0.9974779150406772,0.9957067390459656
