Unnamed: 0,A_Thiazide_Diuretic,A_Beta_Blocker,A_ARB,A_CCB,A_ACE
0,0.9997302845614288,0.9960631779989294,0.9989962719298676,0.9975664667228696,0.9974226592992274
1,0.9988991460208116,0.9965960632742684,0.9972161220169108,0.996415395401323,0.9973937374457686
2,0.9993066568335404,0.9958816953183652,0.998349818050056,0.9974463301580416,0.9978006679453983
3,0.9990365611109888,0.9981603856843744,0.9977007977527126,0.9979213118956748,0.9977893570236824
4,0.9992308435428284,0.9971912272913814,0.9971204750453828,0.9983727861601316,0.9958024083234812
5,0.9983456984374484,0.9970979826839182,0.9976567297297866,0.9967224535668862,0.9968058172052024
6,0.99836278080939,0.9967747008193336,0.9961873751767898,0.9951890484883048,0.9964102028310978
7,0.9995268613236464,0.9966986671037306,0.9987815521503866,0.9988450692910832,0.9972138278395396
8,0.998140914644271,0.9973053622670842,0.9983384752639032,0.9979771526998842,0.9974103605583022
9,0.9994406373508321,0.9953328037147686,0.995176088196026,0.9956290849622486,0.9969736435801502
10,0.9984657067697764,0.9961723881528818,0.9985783615877312,0.9962269050065862,0.997543963021306
11,0.9991965691050884,0.9978629052267439,0.9964614514450918,0.9956766305414312,0.9971065247276104
12,0.9999999999931779,0.9952494303094476,0.99940263014259,0.9971799798091758,0.9969539933091728
13,0.9980140608772984,0.9966664521619228,0.9994994608276122,0.9991351922209208,0.9976253562739574
14,0.9981602387927242,0.9966916005609526,0.9979264503469308,0.9965616083089064,0.9974424786107144
15,0.9985017877058372,0.9975139779116824,0.99722874195252,0.99895819879805,0.9969090818580836
16,0.998521131623698,0.9984305308807556,0.9975628128008706,0.9967146843302211,0.9957228453556758
17,0.9993171338492703,0.9977695739594964,0.997741360511654,0.9966685767919642,0.9963512374023558
18,0.9989188443935512,0.9972311211723308,0.9966474486062028,0.9959574983216224,0.997087290933084
19,0.9991296212337272,0.9963062086562584,0.9975984977632034,0.9953045954790636,0.9971216558956454
20,0.9984875003777128,0.9965128789131982,0.9962448108054224,0.9958024398810024,0.9973177957580496
21,0.9986515744630804,0.9955397103845238,0.9995662412298446,0.9967555135553028,0.9965481143592704
22,0.9977575391005624,0.9970298212009688,0.9968225686765758,0.9979285822221158,0.9983498503492828
23,0.9955578147782146,0.9978219469422142,0.9986113072172956,0.9979104488627056,0.9972474340833828
24,0.9990193797467632,0.9953764499343252,0.998283361657047,0.9963427733591402,0.9962276287743794
25,0.9993131905722832,0.996851588814624,0.9995427077102882,0.9965031534266572,0.996680524860438
26,0.9985776058165337,0.9981053531505232,0.9975732364240668,0.9955146463870294,0.9968920449495914
27,0.9973791048140306,0.9973420094639984,0.9974211239803252,0.9992283766659688,0.9968672312307466
28,0.998889398165146,0.9965573203001848,0.9999999999922328,0.9966896144224888,0.9962240540093844
29,0.9989312269501508,0.9965661884504968,0.997819709654278,0.995414108528366,0.9965814109618341
30,0.9980513832593888,0.9961654318883564,0.996217697958863,0.9952702053839352,0.9972157136600204
31,0.9978502210323976,0.9977542743216368,0.9972716853543638,0.9964345133808564,0.9972331803549874
32,0.9993085750163618,0.9950143354761604,0.9968555099588556,0.997637794617175,0.9974302517227954
33,0.9993599504858216,0.9971264759554392,0.9973596781228006,0.9956901090428646,0.9968285354261912
34,0.9989076654475992,0.9969875621917701,0.9965264701253621,0.9980523845705856,0.9968089144277136
35,0.9981220204771294,0.9968702290980102,0.996504339626932,0.9976687077273404,0.997938665420436
36,0.9995489465792128,0.9975439636980163,0.9978211167745924,0.9966671290761959,0.9961753031326585
37,0.998546454127823,0.997113825019854,0.9973801505453276,0.9952603811182138,0.9956131751029952
38,0.9987014169361274,0.9969848351210604,0.9964738562372312,0.9966809828640248,0.9956590462750666
39,0.9967671014969541,0.9982933592220486,0.9962667819602566,0.9986348609534604,0.9983498820164621
40,0.9992408552759028,0.9962777724731264,0.997577882956844,0.99779306054367,0.9970290355229352
41,0.997558995505616,0.9972853323910459,0.9988512124557826,0.9973925998884572,0.997219933345292
42,0.9982045229086112,0.9956585920274408,0.9973859449771896,0.9966370949569152,0.9964908974840512
43,0.9983172165740284,0.9930110481615859,0.9941047154037864,0.9993463512211108,0.9968522933148888
