Unnamed: 0,A_ARB,A_Thiazide_Diuretic,A_CCB,A_ACE,A_Beta_Blocker
86,0.9997169861461598,0.9998389389074956,0.9999999999936724,0.9996053785855332,1.0
87,0.9998488151725228,0.999999999996716,0.9996228350880964,0.9999314532177778,0.999946135402846
88,0.9998406163536264,0.9998435669435528,0.9996746859386596,0.9995851062506592,0.9999498096495968
89,1.0,0.9998656733965108,0.9999999999984324,0.9998706814755798,0.99986673505909
90,0.9998055409537744,0.9999999999951292,0.9995527250520246,0.9996754175582492,0.9999434503273841
91,0.9996818226230996,0.9997569034253097,0.9996336309034364,0.999810402827338,1.0
92,0.9999429858878598,0.9999094268882828,0.9984880438754108,0.9999203282316148,0.999849936027453
93,0.999745111646592,0.9998321835121672,0.9999999999994222,0.9991225595621764,0.9997266693658441
94,0.9998636933269741,0.9999157727653136,0.9995021007272256,0.9997520441760404,0.9999611905164206
95,0.999837383028936,1.0,0.9999999999964072,0.9996256761499888,0.9998817687441242
96,0.999835277199934,0.9997964798659781,0.9995533376043648,0.9992055872483288,0.9997262207496092
97,0.9999114012368759,0.9997384787753008,0.9994226512668438,0.99965447868487,0.9998884174396176
98,0.9997271552864334,0.9999999999954096,0.9995449260024892,0.9997120606636232,0.9999999999984508
99,0.9999999999977092,0.9998563350028772,0.9996279534139662,0.9997777711430952,0.999871869021514
